marque,modele,version,prix,annee,date,motor,kilometrage,boite de vitesse,code postal,etat
Porsche,Cayman,,27900,2008,04/03/2020,Essence,70107,Manuelle,14000,<150000km
Porsche,911,,48900,2006,04/03/2020,Essence,78450,Manuelle,5000,<150000km
Porsche,928,,8300,1983,04/03/2020,Essence,82265,Automatique,67250,<150000km
Porsche,Autres,,78000,1964,04/03/2020,Essence,68700,Manuelle,6110,<150000km
Porsche,911,,53490,2007,04/03/2020,Essence,71000,Manuelle,69570,<150000km
Porsche,911,,34400,2008,19/02/2020,Essence,134000,Automatique,6300,<150000km
Porsche,911,,100000,1973,04/03/2020,Essence,10000,Manuelle,13200,<50000km
Porsche,Cayenne,,21990,2005,03/02/2020,Essence,36800,Automatique,71100,<50000km
Porsche,911,,118900,1995,04/03/2020,Essence,109300,Manuelle,35520,<150000km
Porsche,968,,22500,1992,04/03/2020,Essence,125000,Manuelle,69002,<150000km
Porsche,Autres,,29490,2003,04/03/2020,Essence,78800,Automatique,36000,<150000km
Porsche,Cayman,,33900,2010,27/01/2020,Essence,58000,Automatique,6800,<150000km
Porsche,911,,49997,2006,27/01/2020,Essence,87130,Automatique,33127,<150000km
Porsche,Cayenne,,17500,2007,27/02/2020,Essence,178000,Automatique,37000,<250000km
Porsche,911,,54000,2006,04/03/2020,Essence,87008,Manuelle,31130,<150000km
Porsche,911,,30000,2001,04/03/2020,Essence,94000,Manuelle,60540,<150000km
Porsche,Cayenne,,17900,2008,04/03/2020,Essence,108000,Automatique,75012,<150000km
Porsche,Boxster,,13500,1998,04/03/2020,Essence,115000,Manuelle,83390,<150000km
Porsche,Cayman,,56900,2008,04/03/2020,Essence,44500,Manuelle,77300,<50000km
Porsche,911,,37790,2007,04/03/2020,Essence,103500,Manuelle,68220,<150000km
Porsche,Cayenne,,28700,2010,04/03/2020,Essence,199999,Automatique,83990,<250000km
Porsche,Boxster,,18900,1999,27/09/2019,Essence,150529,Manuelle,34130,<250000km
Porsche,911,,29900,2001,27/09/2019,Essence,209148,Manuelle,34130,<250000km
Porsche,911,,44300,2001,04/03/2020,Essence,139000,Manuelle,83990,<150000km
Porsche,Cayman,,60000,2007,04/03/2020,Essence,78000,Manuelle,21000,<150000km
Porsche,911,,55000,2004,20/01/2020,Essence,56000,Manuelle,75001,<150000km
Porsche,Cayenne,,17500,2009,03/03/2020,Essence,199700,Automatique,75015,<250000km
Porsche,944,,9000,1984,21/02/2020,Essence,125000,Manuelle,59000,<150000km
Porsche,944,,5500,1985,03/03/2020,Essence,75000,Manuelle,32700,<150000km
Porsche,911,,33000,2001,24/02/2020,Essence,110300,Manuelle,95350,<150000km
Porsche,Cayman,,29900,2006,03/03/2020,Essence,57000,Automatique,28000,<150000km
Porsche,911,,47000,1984,03/03/2020,Essence,213000,Manuelle,30700,<250000km
Porsche,911,,34900,2001,03/03/2020,Essence,68950,Automatique,78370,<150000km
Porsche,Cayenne,,18500,2003,03/03/2020,Essence,41000,Automatique,6200,<50000km
Porsche,Cayenne,,10990,2009,03/03/2020,Essence,234000,Automatique,60117,<250000km
Porsche,Panamera,,34950,2010,03/03/2020,Essence,88900,Automatique,34400,<150000km
Porsche,911,,52000,1995,03/03/2020,Essence,126000,Automatique,38500,<150000km
Porsche,Boxster,,22000,2007,03/03/2020,Essence,107000,Manuelle,45140,<150000km
Porsche,Cayenne,,15000,2003,03/03/2020,Essence,96650,Automatique,69120,<150000km
Porsche,911,,51900,2007,19/02/2020,Essence,74000,Manuelle,35310,<150000km
Porsche,Boxster,,12500,1997,03/03/2020,Essence,101450,Automatique,63200,<150000km
Porsche,Boxster,,26000,2007,03/03/2020,Essence,102000,Manuelle,83600,<150000km
Porsche,911,,59990,2005,03/03/2020,Essence,82000,Manuelle,26240,<150000km
Porsche,Cayenne,,9990,2004,03/03/2020,Essence,133600,Manuelle,44470,<150000km
Porsche,911,,55000,1989,03/03/2020,Essence,232675,Manuelle,76370,<250000km
Porsche,911,,38996,2001,03/03/2020,Essence,112500,Manuelle,75014,<150000km
Porsche,911,,30490,2000,03/03/2020,Essence,107264,Automatique,91120,<150000km
Porsche,944,,19000,1986,03/03/2020,Essence,171726,Manuelle,50500,<250000km
Porsche,Cayman,,28987,2009,31/01/2020,Essence,102,Manuelle,59145,<5000km
Porsche,911,,18000,1998,03/03/2020,Essence,125000,Manuelle,37000,<150000km
Porsche,944,,25000,1991,03/03/2020,Essence,118000,Manuelle,46700,<150000km
Porsche,911,,69990,2004,03/03/2020,Essence,54000,Manuelle,11000,<150000km
Porsche,911,,49911,1986,03/03/2020,Essence,138824,Manuelle,73000,<150000km
Porsche,Cayman,,28500,2007,03/03/2020,Essence,98500,Manuelle,84000,<150000km
Porsche,911,,109500,1993,03/03/2020,Essence,156148,Manuelle,1120,<250000km
Porsche,911,,50000,2000,03/03/2020,Essence,132000,Manuelle,34430,<150000km
Porsche,911,,109000,1979,03/03/2020,Essence,5000,Manuelle,21800,<50000km
Porsche,Boxster,,23200,2005,03/03/2020,Essence,145005,Manuelle,75009,<150000km
Porsche,911,,25990,2001,03/03/2020,Essence,123600,Manuelle,78117,<150000km
Porsche,Boxster,,12550,1999,03/03/2020,Essence,115150,Manuelle,94300,<150000km
Porsche,Cayman,,29900,2008,18/01/2020,Essence,89000,Manuelle,84100,<150000km
Porsche,911,,79900,2006,11/02/2020,Essence,67979,Manuelle,34970,<150000km
Porsche,Cayenne,,4900,2005,03/03/2020,Essence,154330,Manuelle,91310,<250000km
Porsche,Cayenne,,15900,2007,17/01/2020,Essence,177000,Automatique,17690,<250000km
Porsche,Cayenne,,7900,2003,24/02/2020,Essence,140000,Automatique,6240,<150000km
Porsche,Cayenne,,17500,2007,03/03/2020,Essence,84500,Automatique,34140,<150000km
Porsche,Cayenne,,59000,2006,03/03/2020,Essence,131600,Automatique,84270,<150000km
Porsche,Cayman,,27500,2007,03/03/2020,Essence,72000,Manuelle,76200,<150000km
Porsche,Cayenne,,16990,2007,26/02/2020,Autre,203000,Automatique,44980,<250000km
Porsche,Boxster,,19800,2003,03/03/2020,Essence,89000,Manuelle,72200,<150000km
Porsche,Cayenne,,9500,2004,03/03/2020,Essence,225678,Automatique,20213,<250000km
Porsche,Cayman,,29990,2010,10/02/2020,Essence,139000,Automatique,57100,<150000km
Porsche,Boxster,,27590,2006,04/02/2020,Essence,87000,Manuelle,69720,<150000km
Porsche,Cayman,,39500,2009,02/12/2019,Essence,93000,Manuelle,68390,<150000km
Porsche,911,,61900,1988,03/03/2020,Essence,179700,Manuelle,73100,<250000km
Porsche,Autres,,67900,1968,03/03/2020,Essence,83100,Manuelle,73100,<150000km
Porsche,Cayman,,29900,2007,03/03/2020,Essence,109900,Manuelle,97430,<150000km
Porsche,Cayenne,,32000,2008,03/03/2020,Essence,75954,Automatique,69360,<150000km
Porsche,911,,27800,2001,29/05/2019,Essence,126149,Automatique,26120,<150000km
Porsche,911,,44800,2005,03/03/2020,Essence,106200,Manuelle,74250,<150000km
Porsche,Boxster,,24990,2008,30/01/2020,Essence,114000,Manuelle,40130,<150000km
Porsche,Cayman,,39900,2008,03/03/2020,Essence,45661,Manuelle,84130,<50000km
Porsche,911,,59900,2008,12/11/2019,Essence,58350,Automatique,75015,<150000km
Porsche,911,,30000,2003,03/03/2020,Essence,135000,Manuelle,34300,<150000km
Porsche,Boxster,,16990,2001,24/07/2019,Essence,137000,Automatique,17690,<150000km
Porsche,911,,46700,2007,03/03/2020,Essence,84000,Automatique,84360,<150000km
Porsche,Cayman,,38900,2009,12/11/2019,Essence,29846,Automatique,6800,<50000km
Porsche,Cayenne,,17000,2009,07/01/2020,Essence,96000,Manuelle,13500,<150000km
Porsche,911,,24900,1999,17/09/2019,Essence,183296,Automatique,75017,<250000km
Porsche,911,,27000,1998,02/03/2020,Essence,125800,Manuelle,91940,<150000km
Porsche,911,,109911,1988,02/03/2020,Essence,136600,Manuelle,47200,<150000km
Porsche,911,,39900,2005,02/03/2020,Essence,147300,Manuelle,25000,<150000km
Porsche,911,,27500,2002,16/02/2020,Essence,81350,Manuelle,6200,<150000km
Porsche,Cayenne,,10900,2007,02/03/2020,Essence,175000,Automatique,83300,<250000km
Porsche,911,,130000,1966,24/02/2020,Essence,45000,Manuelle,83100,<50000km
Porsche,Cayenne,,13990,2005,29/02/2020,Essence,84000,Automatique,68200,<150000km
Porsche,Cayenne,,11000,2004,02/03/2020,Essence,170000,Automatique,7200,<250000km
Porsche,911,,25500,2000,02/03/2020,Essence,160000,Manuelle,45000,<250000km
Porsche,911,,22900,1999,02/03/2020,Essence,150000,Manuelle,88190,<250000km
Porsche,Cayenne,,13300,2007,02/03/2020,Essence,171000,Manuelle,76113,<250000km
Porsche,911,,49900,2005,02/03/2020,Essence,81000,Automatique,6400,<150000km
Porsche,Cayman,,28990,2007,02/03/2020,Essence,115500,Manuelle,81000,<150000km
Porsche,911,,50990,2006,22/02/2020,Essence,38150,Manuelle,31100,<50000km
Porsche,Boxster,,9990,1997,02/03/2020,Essence,228000,Automatique,48000,<250000km
Porsche,944,,50000,1986,02/03/2020,Essence,125000,Manuelle,6400,<150000km
Porsche,Cayenne,,40000,2001,02/03/2020,Essence,97000,Automatique,75001,<150000km
Porsche,911,,26990,2002,02/03/2020,Essence,154000,Automatique,83130,<250000km
Porsche,Boxster,,14500,1997,02/03/2020,Essence,155000,Manuelle,56100,<250000km
Porsche,911,,24900,2000,21/02/2020,Essence,163000,Manuelle,38150,<250000km
Porsche,Boxster,,31990,2008,19/10/2019,Essence,50290,Manuelle,34430,<150000km
Porsche,911,,62900,2010,16/11/2019,Essence,64329,Manuelle,14112,<150000km
Porsche,911,,69900,1996,02/03/2020,Essence,155000,Manuelle,6110,<250000km
Porsche,911,,41490,2002,02/03/2020,Essence,97900,Manuelle,67770,<150000km
Porsche,911,,42490,2006,01/02/2020,Essence,133000,Manuelle,17140,<150000km
Porsche,Cayenne,,19500,2008,02/03/2020,Essence,160000,Automatique,60300,<250000km
Porsche,911,,25900,2001,02/03/2020,Essence,122000,Manuelle,74330,<150000km
Porsche,Boxster,,22000,2005,02/03/2020,Essence,93000,Manuelle,14530,<150000km
Porsche,911,,58900,2003,29/04/2019,Essence,46200,Automatique,59223,<50000km
Porsche,911,,39990,2006,02/03/2020,Essence,200000,Automatique,42000,<250000km
Porsche,Boxster,,25990,2005,02/03/2020,Essence,147000,Manuelle,31130,<150000km
Porsche,944,,32000,1984,02/03/2020,Essence,98000,Manuelle,34000,<150000km
Porsche,911,,29500,2001,02/03/2020,Essence,120000,Automatique,54300,<150000km
Porsche,Cayman,,30000,2010,02/03/2020,Essence,99500,Manuelle,60500,<150000km
Porsche,Cayman,,25500,2007,02/03/2020,Essence,80500,Manuelle,93100,<150000km
Porsche,Cayman,,28900,2007,04/11/2019,Essence,45000,Automatique,33127,<50000km
Porsche,Cayman,,28900,2006,02/03/2020,Essence,91985,Manuelle,5000,<150000km
Porsche,911,,83000,1997,02/03/2020,Essence,106157,Manuelle,31590,<150000km
Porsche,911,,60000,1986,02/03/2020,Essence,133850,Manuelle,31590,<150000km
Porsche,Boxster,,17500,1997,02/03/2020,Essence,99000,Manuelle,59300,<150000km
Porsche,911,,18490,1998,07/02/2020,Essence,128490,Manuelle,13740,<150000km
Porsche,911,,69999,2007,02/03/2020,Essence,118000,Manuelle,67840,<150000km
Porsche,Cayenne,,10490,2004,18/02/2020,Essence,197000,Automatique,34340,<250000km
Porsche,911,,80997,2007,02/03/2020,Essence,69000,Manuelle,73290,<150000km
Porsche,911,,59990,2009,02/03/2020,Essence,81500,Automatique,56000,<150000km
Porsche,911,,51900,2007,02/03/2020,Essence,117000,Manuelle,75017,<150000km
Porsche,Cayenne,,11900,2005,02/03/2020,Essence,114852,Automatique,13690,<150000km
Porsche,911,,39999,2005,02/03/2020,Essence,139600,Automatique,59000,<150000km
Porsche,Carrera,,39995,2005,02/03/2020,Essence,131000,Manuelle,47240,<150000km
Porsche,Cayman,,39000,2010,02/03/2020,Essence,31000,Manuelle,94410,<50000km
Porsche,Cayenne,,16400,2005,02/03/2020,Essence,199200,Automatique,33160,<250000km
Porsche,911,,46350,1976,02/03/2020,Essence,32116,Manuelle,45000,<50000km
Porsche,911,,33500,1982,02/03/2020,Essence,194810,Manuelle,45000,<250000km
Porsche,944,,9500,1984,02/04/2019,Essence,148600,Manuelle,76150,<150000km
Porsche,911,,49500,1988,01/03/2020,Essence,217000,Manuelle,57520,<250000km
Porsche,911,,62000,2004,01/03/2020,Essence,69000,Manuelle,21000,<150000km
Porsche,911,,25000,1999,01/03/2020,Essence,30000,Automatique,83600,<50000km
Porsche,911,,37500,2002,01/03/2020,Essence,130000,Manuelle,5000,<150000km
Porsche,911,,28400,2001,01/03/2020,Essence,142000,Manuelle,13740,<150000km
Porsche,911,,27490,2001,01/03/2020,Essence,140000,Manuelle,78200,<150000km
Porsche,Boxster,,19990,2000,03/01/2020,Essence,100984,Manuelle,34300,<150000km
Porsche,911,,62490,2009,01/03/2020,Essence,62500,Automatique,77340,<150000km
Porsche,Cayenne,,15990,2007,01/03/2020,Essence,127000,Automatique,20000,<150000km
Porsche,Cayenne,,17000,2008,26/01/2020,Essence,172000,Automatique,44340,<250000km
Porsche,968,,27000,1992,01/03/2020,Essence,112500,Manuelle,31310,<150000km
Porsche,911,,33990,2002,01/03/2020,Essence,100500,Automatique,80100,<150000km
Porsche,944,,10500,1988,01/03/2020,Essence,211,Manuelle,43800,<5000km
Porsche,911,,25900,2000,01/03/2020,Essence,160200,Automatique,14150,<250000km
Porsche,911,,90000,1972,01/03/2020,Essence,95000,Manuelle,6310,<150000km
Porsche,Cayenne,,13200,2005,01/03/2020,Essence,196000,Automatique,68270,<250000km
Porsche,Cayenne,,8599,2003,24/02/2020,Essence,198000,Automatique,91310,<250000km
Porsche,944,,17000,1986,01/03/2020,Essence,183994,Manuelle,83136,<250000km
Porsche,911,,27500,2001,01/03/2020,Essence,132000,Manuelle,78820,<150000km
Porsche,Autres,,12000,1960,01/03/2020,Diesel,12,Manuelle,33340,<5000km
Porsche,911,,42900,1996,01/03/2020,Essence,227300,Automatique,84200,<250000km
Porsche,911,,24900,2003,01/03/2020,Essence,189500,Manuelle,45770,<250000km
Porsche,Cayenne,,10900,2003,01/03/2020,Essence,179000,Automatique,40200,<250000km
Porsche,Cayman,,33900,2008,01/03/2020,Essence,60000,Automatique,54000,<150000km
Porsche,944,,22900,1992,25/01/2020,Essence,90450,Manuelle,56950,<150000km
Porsche,Panamera,,35890,2010,23/01/2020,Essence,98000,Automatique,75016,<150000km
Porsche,Cayenne,,12500,2003,01/03/2020,Essence,189000,Automatique,69700,<250000km
Porsche,911,,47900,2006,01/03/2020,Essence,66000,Manuelle,83110,<150000km
Porsche,Cayenne,,17500,2009,01/03/2020,Essence,199000,Automatique,68100,<250000km
Porsche,911,,42900,2005,01/03/2020,Essence,122000,Automatique,52100,<150000km
Porsche,928,,19900,1987,01/03/2020,Essence,150000,Manuelle,90100,<250000km
Porsche,Panamera,,38000,2010,01/03/2020,Essence,80000,Manuelle,67000,<150000km
Porsche,911,,27500,1999,01/03/2020,Essence,25000,Manuelle,68040,<50000km
Porsche,911,,47000,2006,01/03/2020,Essence,118000,Manuelle,75018,<150000km
Porsche,Cayenne,,8900,2003,01/03/2020,Essence,247000,Automatique,57000,<250000km
Porsche,911,,43990,2006,18/01/2020,Essence,95242,Automatique,38340,<150000km
Porsche,911,,42900,2007,01/03/2020,Essence,129000,Automatique,67640,<150000km
Porsche,911,,35000,2003,01/03/2020,Essence,112500,Manuelle,30000,<150000km
Porsche,Cayenne,,8000,2005,01/03/2020,Essence,168500,Automatique,8600,<250000km
Porsche,911,,45000,2005,01/03/2020,Essence,87000,Manuelle,92200,<150000km
Porsche,911,,38500,2007,01/03/2020,Essence,158500,Automatique,75016,<250000km
Porsche,911,,51000,1985,01/03/2020,Essence,210000,Manuelle,35000,<250000km
Porsche,911,,97500,2010,22/07/2019,Essence,44575,Automatique,14123,<50000km
Porsche,911,,48000,1985,01/03/2020,Essence,210000,Manuelle,35000,<250000km
Porsche,911,,139000,1996,01/03/2020,Essence,86000,Manuelle,91650,<150000km
Porsche,Cayenne,,21000,2008,01/03/2020,Essence,145000,Automatique,77144,<150000km
Porsche,911,,36150,2004,28/01/2020,Essence,155526,Automatique,25460,<250000km
Porsche,Boxster,,25990,2008,31/01/2020,Essence,82000,Manuelle,25460,<150000km
Porsche,Cayenne,,19700,2008,01/03/2020,Essence,96000,Automatique,20620,<150000km
Porsche,911,,35000,2003,01/03/2020,Essence,96000,Manuelle,68350,<150000km
Porsche,911,,37990,2002,01/03/2020,Essence,113000,Manuelle,40130,<150000km
Porsche,911,,35990,2002,19/01/2020,Essence,114000,Automatique,40130,<150000km
Porsche,911,,45990,2008,25/01/2020,Essence,104000,Manuelle,40130,<150000km
Porsche,911,,48990,2006,29/02/2020,Essence,103000,Automatique,40130,<150000km
Porsche,911,,54700,2010,01/03/2020,Essence,75908,Automatique,6400,<150000km
Porsche,911,,37990,2004,01/03/2020,Essence,118547,Manuelle,87270,<150000km
Porsche,911,,147800,2010,22/07/2019,Essence,66876,Manuelle,33600,<150000km
Porsche,Cayenne,,11500,2005,01/03/2020,Essence,180000,Automatique,93200,<250000km
Porsche,911,,60000,2005,29/02/2020,Essence,71000,Manuelle,76110,<150000km
Porsche,911,,45000,1983,29/02/2020,Essence,25000,Manuelle,75001,<50000km
Porsche,Boxster,,12350,1999,29/02/2020,Essence,201500,Manuelle,69005,<250000km
Porsche,911,,64900,2010,29/02/2020,Essence,57711,Automatique,26200,<150000km
Porsche,911,,28989,2002,22/01/2020,Essence,129905,Manuelle,34500,<150000km
Porsche,Panamera,,36800,2010,29/02/2020,Essence,122000,Automatique,67600,<150000km
Porsche,Boxster,,23500,2007,29/02/2020,Essence,85600,Manuelle,13390,<150000km
Porsche,911,,32800,2003,29/02/2020,Essence,190000,Manuelle,33930,<250000km
Porsche,Cayenne,,16500,2007,29/02/2020,Essence,194000,Automatique,62150,<250000km
Porsche,Cayenne,,12990,2004,29/02/2020,Essence,182000,Automatique,40130,<250000km
Porsche,911,,46500,2005,29/02/2020,Essence,84980,Manuelle,22190,<150000km
Porsche,911,,78800,1984,29/02/2020,Essence,45800,Manuelle,6250,<50000km
Porsche,911,,33000,2005,29/02/2020,Essence,167000,Manuelle,69330,<250000km
Porsche,Cayenne,,9500,2003,29/02/2020,Essence,122000,Automatique,75001,<150000km
Porsche,Cayman,,25900,2007,29/02/2020,Essence,93300,Manuelle,30700,<150000km
Porsche,Cayman,,26500,2007,22/01/2020,Essence,80000,Manuelle,57155,<150000km
Porsche,911,,67900,2010,29/01/2020,Essence,77250,Manuelle,67550,<150000km
Porsche,911,,29990,2002,29/02/2020,Essence,142114,Manuelle,76700,<150000km
Porsche,911,,31000,2003,29/02/2020,Essence,118000,Manuelle,67480,<150000km
Porsche,911,,38000,2003,29/02/2020,Essence,115000,Manuelle,20000,<150000km
Porsche,911,,61000,2009,29/02/2020,Essence,90000,Automatique,97436,<150000km
Porsche,911,,30000,1973,29/02/2020,Essence,80000,Manuelle,7270,<150000km
Porsche,Cayenne,,21900,2008,29/02/2020,Essence,111000,Automatique,75016,<150000km
Porsche,911,,69000,2004,29/02/2020,Essence,100000,Manuelle,47000,<150000km
Porsche,Boxster,,21490,2005,29/02/2020,Essence,130000,Manuelle,72200,<150000km
Porsche,911,,65000,1989,29/02/2020,Essence,182700,Manuelle,44000,<250000km
Porsche,Boxster,,16990,2003,29/02/2020,Essence,99900,Manuelle,69360,<150000km
Porsche,928,,14900,1986,29/02/2020,Essence,178000,Manuelle,13320,<250000km
Porsche,911,,60000,2008,29/02/2020,Essence,98000,Automatique,75005,<150000km
Porsche,911,,39000,2003,17/02/2020,Essence,88200,Manuelle,78570,<150000km
Porsche,Cayenne,,16990,2009,29/02/2020,Diesel,185,Automatique,59500,<5000km
Porsche,Boxster,,11000,1998,29/02/2020,Essence,184000,Manuelle,38300,<250000km
Porsche,Boxster,,21987,2006,24/01/2020,Essence,125000,Manuelle,59600,<150000km
Porsche,911,,25900,1999,21/01/2020,Essence,149000,Manuelle,31520,<150000km
Porsche,Cayenne,,20500,2010,29/02/2020,Diesel,205000,Automatique,57050,<250000km
Porsche,911,,42800,2001,29/02/2020,Essence,108900,Manuelle,67500,<150000km
Porsche,Autres,,19990,1972,25/01/2020,Essence,26000,Manuelle,40130,<50000km
Porsche,911,,22990,1998,15/02/2020,Essence,134000,Manuelle,40130,<150000km
Porsche,911,,79000,1987,28/02/2020,Essence,170000,Manuelle,13550,<250000km
Porsche,Boxster,,30500,2007,28/02/2020,Essence,105500,Manuelle,69004,<150000km
Porsche,944,,16000,1987,28/02/2020,Essence,162000,Manuelle,83110,<250000km
Porsche,Cayenne,,17000,2008,28/02/2020,Essence,196500,Automatique,78700,<250000km
Porsche,Boxster,,29500,2005,28/02/2020,Essence,79500,Manuelle,34000,<150000km
Porsche,911,,59900,1989,28/02/2020,Essence,196700,Manuelle,33000,<250000km
Porsche,911,,48900,2001,28/02/2020,Essence,115606,Manuelle,69002,<150000km
Porsche,911,,60000,1985,28/02/2020,Essence,170000,Manuelle,30170,<250000km
Porsche,911,,59900,2005,28/02/2020,Essence,84500,Manuelle,30100,<150000km
Porsche,911,,61900,2008,22/02/2020,Essence,76943,Automatique,83490,<150000km
Porsche,Autres,,49000,1995,28/02/2020,Essence,145000,Manuelle,75005,<150000km
Porsche,Cayenne,,9900,2007,28/02/2020,Essence,183100,Manuelle,1700,<250000km
Porsche,Cayenne,,27500,2008,28/02/2020,Essence,96200,Automatique,14150,<150000km
Porsche,Boxster,,24500,2004,28/02/2020,Essence,75860,Manuelle,68100,<150000km
Porsche,911,,20500,1999,28/01/2020,Essence,200000,Manuelle,72200,<250000km
Porsche,Boxster,,27990,2004,18/12/2019,Essence,74970,Automatique,6200,<150000km
Porsche,911,,100000,1968,28/02/2020,Essence,50656,Manuelle,75017,<150000km
Porsche,911,,46000,2004,28/02/2020,Essence,60000,Manuelle,66000,<150000km
Porsche,911,,52000,2006,28/02/2020,Essence,47000,Manuelle,44250,<50000km
Porsche,911,,42500,2006,28/02/2020,Essence,67500,Automatique,1150,<150000km
Porsche,Cayman,,28500,2007,28/02/2020,Essence,112000,Manuelle,35530,<150000km
