marque,modele,version,prix,date,motor,kilometrage,annee,boite de vitesse,code postal,etat
LAMBORGHINI,MURCIELAGO,LP640 4,170298,01/10/2019,ESSENCE,29000,2009,AUTOMATIQUE,3053,<50000km
ASTON MARTIN,VANQUISH,V12 5.9,109990,06/12/2018,ESSENCE,18500,2003,AUTOMATIQUE,66600,<50000km
LAMBORGHINI,AVENTADOR,V12 6.5,249900,24/12/2019,ESSENCE,14000,2012,AUTOMATIQUE,66600,<50000km
NISSAN,GT R,V6 3.8PRESTIGE,108853,19/03/2019,ESSENCE,500,2020,AUTOMATIQUE,6010,<5000km
NISSAN,GT R,V6 3.8,70050,14/03/2020,ESSENCE,55000,2014,AUTOMATIQUE,6010,<150000km
NISSAN,GT R,V6 3.8,47331,02/08/2019,ESSENCE,65000,2009,AUTOMATIQUE,3400,<150000km
NISSAN,GT R,BLACK EDITION,60000,02/01/2020,ESSENCE,27000,2011,AUTOMATIQUE,66350,<50000km
NISSAN,GT R,V6 3.8BLACK EDITION,85102,07/01/2020,ESSENCE,22000,2016,AUTOMATIQUE,2558,<50000km
NISSAN,SKYLINE,GT R,66263,01/04/2020,ESSENCE,130000,1995,MANUELLE,7522,<150000km
NISSAN,SKYLINE,GT RNISMO,49225,02/04/2020,ESSENCE,86616,1992,MANUELLE,7522,<150000km
LAMBORGHINI,AVENTADOR,V12 6.5,300000,25/11/2019,ESSENCE,9000,2017,MANUELLE,36054,<50000km
MC LAREN,720S,V8 4.0,241390,15/09/2019,ESSENCE,22000,2017,AUTOMATIQUE,6020,<50000km
LAMBORGHINI,AVENTADOR,SV12 6.5,364451,24/09/2019,ESSENCE,10700,2018,AUTOMATIQUE,6020,<50000km
FERRARI,812 SUPERFAST,,321758,11/10/2019,ESSENCE,21000,2018,AUTOMATIQUE,6020,<50000km
NISSAN,GT R,V6 3.8,94568,04/04/2020,ESSENCE,5900,2018,AUTOMATIQUE,2553,<50000km
LAMBORGHINI,AVENTADOR,V12 6.5,239800,06/03/2019,ESSENCE,30000,2015,AUTOMATIQUE,36025,<50000km
BUGATTI,VEYRON,,1139000,15/09/2019,ESSENCE,24840,2007,-,66160,<50000km
FERRARI,F12 TDF,,625000,14/10/2019,ESSENCE,1472,2016,-,66160,<5000km
LAMBORGHINI,AVENTADOR,V12 6.5,192900,07/01/2020,ESSENCE,28820,2012,-,66160,<50000km
FERRARI,599,GTO,494900,07/01/2020,ESSENCE,5675,2011,-,66160,<50000km
FERRARI,F12 TDF,,719000,27/02/2020,ESSENCE,2600,2016,-,66160,<5000km
MC LAREN,570S,V8 3.8,165376,21/01/2020,ESSENCE,13900,2018,AUTOMATIQUE,2504,<50000km
LAMBORGHINI,AVENTADOR,V12 6.5,253696,14/02/2020,ESSENCE,2989,2012,AUTOMATIQUE,2504,<5000km
MC LAREN,570S SPIDER,V8 3.8,175116,31/01/2020,ESSENCE,15000,2018,AUTOMATIQUE,6206,<50000km
WIESMANN,MF3,,108853,11/02/2020,ESSENCE,29600,2007,AUTOMATIQUE,6206,<50000km
WIESMANN,MF3,V6 3.2,108853,19/02/2020,ESSENCE,29600,2007,AUTOMATIQUE,6206,<50000km
MC LAREN,720S,V8 4.0,283041,06/05/2018,ESSENCE,2800,2018,AUTOMATIQUE,6030,<5000km
MC LAREN,720S,V8 4.0,283041,19/02/2019,ESSENCE,10,2018,AUTOMATIQUE,6030,<5000km
NISSAN,GT R,V6 3.8BLACK EDITION,53900,27/12/2019,ESSENCE,73000,2010,AUTOMATIQUE,12000,<150000km
FERRARI,F12,,178912,19/02/2020,ESSENCE,22850,2014,AUTOMATIQUE,6144,<50000km
FERRARI,488,,207000,31/03/2020,ESSENCE,32000,2018,AUTOMATIQUE,36075,<50000km
MC LAREN,MP4 12C,V8 3.8,146632,31/10/2019,ESSENCE,27000,2011,AUTOMATIQUE,4563,<50000km
MC LAREN,570S,V8 3.8,146726,02/04/2020,ESSENCE,8500,2016,AUTOMATIQUE,6022,<50000km
LAMBORGHINI,AVENTADOR,V12 6.5,282568,15/11/2019,ESSENCE,20000,2014,AUTOMATIQUE,6403,<50000km
NISSAN,GT R,,26000,08/02/2019,ESSENCE,27000,-,-,47100,<50000km
NISSAN,GT R,V6 3.8GENTLEMAN EDITION,88900,03/03/2020,ESSENCE,24000,2017,MANUELLE,71100,<50000km
NISSAN,GT R,V6 3.8PREMIUM EDITION,59164,02/04/2020,ESSENCE,56711,2012,AUTOMATIQUE,4553,<150000km
NISSAN,GT R,V6 3.8BLACK EDITION,89835,02/04/2020,ESSENCE,3200,2013,AUTOMATIQUE,2545,<5000km
FERRARI,488,GTB,179745,07/03/2020,ESSENCE,39500,2018,AUTOMATIQUE,6417,<50000km
FERRARI,488,GTB,184478,13/03/2020,ESSENCE,39500,2018,AUTOMATIQUE,6417,<50000km
FERRARI,488,GTB,274522,18/02/2020,ESSENCE,80,2017,AUTOMATIQUE,6038,<5000km
NISSAN,GT R,V6 3.8TRACK EDITION,83114,30/08/2019,ESSENCE,15000,2017,AUTOMATIQUE,6242,<50000km
FERRARI,F12,,189000,27/02/2019,ESSENCE,24500,2013,AUTOMATIQUE,45100,<50000km
NISSAN,GT R,V6 3.8,58596,08/05/2019,ESSENCE,25000,2012,AUTOMATIQUE,4900,<50000km
FERRARI,F12 TDF,,1315810,07/04/2020,ESSENCE,4120,2016,AUTOMATIQUE,4900,<5000km
MC LAREN,720S,V8 4.0,204471,23/02/2020,ESSENCE,9500,2017,AUTOMATIQUE,6246,<50000km
FORD,GT,V8 5.4,397583,01/04/2019,ESSENCE,5500,2006,MANUELLE,7000,<50000km
MC LAREN,SENNA,V8 4.0,1183283,10/01/2020,ESSENCE,10,2020,AUTOMATIQUE,7000,<5000km
NISSAN,GT R,V6 3.8PREMIUM EDITION,62383,11/02/2020,ESSENCE,34500,2013,AUTOMATIQUE,7000,<50000km
PORSCHE,CARRERA GT,,950000,08/04/2019,ESSENCE,24000,2005,MANUELLE,36033,<50000km
NISSAN,GT R,V6 3.8,56703,02/04/2020,ESSENCE,28500,2009,AUTOMATIQUE,4914,<50000km
FERRARI,488,GTB70TH ANNIVERSARY,400000,05/03/2020,ESSENCE,200,2018,AUTOMATIQUE,25720,<5000km
MC LAREN,540C,V8 3.8,118234,02/04/2020,ESSENCE,15600,2017,AUTOMATIQUE,8857,<50000km
DE TOMASO,PANTERA,,179859,07/04/2020,ESSENCE,35000,1974,MANUELLE,5054,<50000km
ASTON MARTIN,VANQUISH,V12 5.9,110000,07/04/2020,ESSENCE,16000,2002,AUTOMATIQUE,35030,<50000km
NISSAN,SKYLINE,GT RNISMO,85102,21/10/2018,ESSENCE,77200,2000,MANUELLE,4800,<150000km
NISSAN,SKYLINE,GT R,85102,19/02/2019,ESSENCE,75000,2000,MANUELLE,4800,<150000km
NISSAN,SKYLINE,GT R,28399,15/03/2019,ESSENCE,51140,1995,MANUELLE,4800,<150000km
FERRARI,488,,230000,14/11/2019,ESSENCE,11000,2018,AUTOMATIQUE,36031,<50000km
FERRARI,F12,,255116,22/06/2019,ESSENCE,9600,2016,AUTOMATIQUE,6340,<50000km
FORD,GT,V8 5.4CONCEPT,433081,12/07/2019,ESSENCE,960,2005,MANUELLE,6340,<5000km
ASTON MARTIN,VANQUISH,V12 5.9,92296,15/07/2019,ESSENCE,29800,2004,AUTOMATIQUE,6340,<50000km
FERRARI,F12,,179670,26/08/2019,ESSENCE,39400,2013,AUTOMATIQUE,6340,<50000km
MC LAREN,675LT,V8 3.8,317759,17/09/2019,ESSENCE,1300,2018,AUTOMATIQUE,6340,<5000km
MC LAREN,570GT,V8 3.8,137024,29/09/2019,ESSENCE,22900,2017,AUTOMATIQUE,6340,<50000km
NISSAN,GT R,V6 3.8PREMIUM EDITION,51970,11/10/2019,ESSENCE,65400,2011,AUTOMATIQUE,6340,<150000km
FERRARI,F12,,227096,29/12/2019,ESSENCE,9090,2017,AUTOMATIQUE,6340,<50000km
NISSAN,GT R,V6 3.8BLACK EDITION,66254,31/12/2019,ESSENCE,80400,2012,AUTOMATIQUE,6340,<150000km
LAMBORGHINI,MURCIELAGO,LP640 4,122967,05/01/2020,ESSENCE,47900,2007,MANUELLE,6340,<50000km
FERRARI,F12 TDF,,937160,17/02/2020,ESSENCE,1800,2016,AUTOMATIQUE,6340,<5000km
LAMBORGHINI,AVENTADOR,V12 6.5,346465,02/04/2020,ESSENCE,8439,2015,AUTOMATIQUE,6340,<50000km
FERRARI,488,,180321,02/04/2020,ESSENCE,7112,2017,AUTOMATIQUE,6340,<50000km
FERRARI,F12,,272628,02/04/2020,ESSENCE,14732,2016,AUTOMATIQUE,6340,<50000km
NISSAN,GT R,V6 3.8NISMO,156193,02/04/2020,ESSENCE,11700,2017,AUTOMATIQUE,6340,<50000km
NISSAN,GT R,V6 3.8,84060,02/04/2020,ESSENCE,46700,2012,AUTOMATIQUE,6340,<50000km
ASTON MARTIN,VANQUISH,V12 5.9,139637,30/08/2019,ESSENCE,15865,2014,AUTOMATIQUE,8833,<50000km
MC LAREN,570S SPIDER,V8 3.8,179670,12/10/2019,ESSENCE,5800,2018,AUTOMATIQUE,8833,<50000km
FERRARI,F12 TDF,,747835,19/11/2019,ESSENCE,6500,2016,AUTOMATIQUE,8833,<50000km
LAMBORGHINI,AVENTADOR,SVV12 6.5,500576,21/11/2019,ESSENCE,3900,2019,AUTOMATIQUE,8833,<5000km
LAMBORGHINI,AVENTADOR,SVJV12 6.5,283846,14/09/2019,ESSENCE,17900,2011,AUTOMATIQUE,2854,<50000km
MC LAREN,570S SPIDER,V8 3.8,167900,22/03/2019,ESSENCE,7600,2018,AUTOMATIQUE,63000,<50000km
NISSAN,GT R,V6 3.8NISMO4X4,110000,20/02/2020,ESSENCE,29800,2015,AUTOMATIQUE,63000,<50000km
FERRARI,328 REPLIQUE,,18000,07/03/2020,ESSENCE,101000,1986,MANUELLE,63000,<150000km
MC LAREN,570S,V8 3.8,154990,03/04/2020,ESSENCE,17900,2017,AUTOMATIQUE,63000,<50000km
MC LAREN,570S,V8 3.8,154990,06/04/2020,ESSENCE,17900,2018,AUTOMATIQUE,63100,<50000km
LAMBORGHINI,DIABLO,V12 5.7,175126,04/07/2019,ESSENCE,30000,1992,MANUELLE,8835,<50000km
FERRARI,488,GTB,179575,20/10/2019,ESSENCE,38250,2015,AUTOMATIQUE,4665,<50000km
LAMBORGHINI,AVENTADOR,V12 6.5,231393,11/12/2019,ESSENCE,4350,2012,MANUELLE,4665,<5000km
WIESMANN,GT MF5,,264961,06/10/2019,ESSENCE,34900,2011,AUTOMATIQUE,8832,<50000km
FERRARI,812 SUPERFAST,,369089,08/01/2020,ESSENCE,10,2020,AUTOMATIQUE,8832,<5000km
FORD,GT,,415569,14/01/2020,ESSENCE,4800,2005,MANUELLE,8832,<5000km
FERRARI,488,GTB,424550,04/02/2020,ESSENCE,2900,2019,AUTOMATIQUE,8832,<5000km
FERRARI,488,GTB,424550,05/02/2020,ESSENCE,10,2019,AUTOMATIQUE,8832,<5000km
FERRARI,812 SUPERFAST,,358677,28/03/2020,ESSENCE,20,2020,AUTOMATIQUE,8832,<5000km
FERRARI,812 SUPERFAST,,473312,06/04/2020,ESSENCE,8500,2019,AUTOMATIQUE,8832,<50000km
FERRARI,488,GTB,224824,12/09/2018,ESSENCE,7000,2018,AUTOMATIQUE,8852,<50000km
FERRARI,488,GTB,198697,30/01/2019,ESSENCE,16700,2017,AUTOMATIQUE,8852,<50000km
FERRARI,488,GTB,217535,20/02/2019,ESSENCE,5000,2015,AUTOMATIQUE,8852,<50000km
MC LAREN,720S,V8 4.0,222362,23/09/2019,ESSENCE,6900,2017,AUTOMATIQUE,8852,<50000km
LAMBORGHINI,COUNTACH,,653172,29/12/2019,ESSENCE,21800,1989,MANUELLE,8852,<50000km
LAMBORGHINI,COUNTACH,,506445,21/02/2020,ESSENCE,21800,1989,MANUELLE,8852,<50000km
FERRARI,488 PISTA SPIDER,,614834,24/02/2020,ESSENCE,650,2019,AUTOMATIQUE,8855,<5000km
MC LAREN,SENNA,V8 4.0,1396273,02/03/2020,ESSENCE,10,2020,AUTOMATIQUE,8855,<5000km
LAMBORGHINI,AVENTADOR,SV12 6.5,349778,02/03/2020,ESSENCE,4900,2018,AUTOMATIQUE,8855,<5000km
LAMBORGHINI,AVENTADOR,SV12 6.5,352618,03/03/2020,ESSENCE,10700,2019,AUTOMATIQUE,8855,<50000km
LAMBORGHINI,AVENTADOR,SVV12 6.5,415285,25/02/2020,ESSENCE,10970,2018,AUTOMATIQUE,4658,<50000km
NISSAN,GT R,V6 3.8,45343,02/04/2020,ESSENCE,37500,2009,AUTOMATIQUE,5705,<50000km
ASTON MARTIN,VANQUISH,V12 5.9,82262,10/11/2019,ESSENCE,22000,2002,AUTOMATIQUE,8712,<50000km
LAMBORGHINI,DIABLO,V12 6.0,299000,02/03/2020,ESSENCE,33000,2001,MANUELLE,48015,<50000km
LAMBORGHINI,AVENTADOR,V12 6.5,216683,02/04/2020,ESSENCE,4200,2012,AUTOMATIQUE,8708,<5000km
LAMBORGHINI,AVENTADOR,V12 6.5,216683,06/04/2020,ESSENCE,10,2012,AUTOMATIQUE,8708,<5000km
FERRARI,488,GTB,194900,30/10/2019,ESSENCE,9999,2016,AUTOMATIQUE,17001,<50000km
NISSAN,GT R,V6 3.8NISMO,136000,25/03/2020,ESSENCE,6350,2016,AUTOMATIQUE,17001,<50000km
PORSCHE,CARRERA GT,,747835,12/08/2019,ESSENCE,16000,2006,MANUELLE,5036,<50000km
FERRARI,F12,,174085,13/08/2019,ESSENCE,37900,2013,AUTOMATIQUE,5036,<50000km
LAMBORGHINI,COUNTACH,,614360,20/09/2019,ESSENCE,13000,1987,MANUELLE,5036,<50000km
PORSCHE,CARRERA GT,,790000,29/11/2019,ESSENCE,16000,2006,MANUELLE,5036,<50000km
LAMBORGHINI,COUNTACH,,650000,04/12/2019,ESSENCE,13000,1987,MANUELLE,5036,<50000km
FERRARI,488,,240905,02/04/2020,ESSENCE,7800,2017,AUTOMATIQUE,5036,<50000km
MC LAREN,720S,V8 4.0,227186,23/09/2019,ESSENCE,9856,2017,AUTOMATIQUE,4458,<50000km
LAMBORGHINI,AVENTADOR,V12 6.5,283983,29/12/2019,ESSENCE,35000,2012,AUTOMATIQUE,4458,<50000km
FERRARI,F12,,151455,29/12/2019,ESSENCE,110000,2013,AUTOMATIQUE,4458,<150000km
FERRARI,F12,,141989,22/03/2020,ESSENCE,112000,2013,AUTOMATIQUE,4458,<150000km
NISSAN,SKYLINE,GT R,37865,31/10/2019,ESSENCE,50000,1998,MANUELLE,8645,<150000km
FERRARI,488,GTB,191488,31/10/2019,ESSENCE,6998,2017,AUTOMATIQUE,8706,<50000km
FERRARI,599,GTO,511178,12/01/2020,ESSENCE,21600,2010,AUTOMATIQUE,8706,<50000km
LAMBORGHINI,AVENTADOR,V12 6.5,239402,01/05/2019,ESSENCE,13000,2013,AUTOMATIQUE,8800,<50000km
FERRARI,488,GTB,193964,20/06/2019,ESSENCE,10643,2015,AUTOMATIQUE,8800,<50000km
MC LAREN,650S,V8 3.8,166606,27/09/2019,ESSENCE,9500,2016,AUTOMATIQUE,8800,<50000km
MC LAREN,MP4 12C,V8 3.8,155000,23/10/2018,ESSENCE,759,2012,AUTOMATIQUE,36063,<5000km
LAMBORGHINI,MURCIELAGO,LP640 4,165000,26/10/2018,ESSENCE,17128,2007,AUTOMATIQUE,36063,<50000km
MC LAREN,MP4 12C,V8 3.8,159000,03/01/2020,ESSENCE,759,2012,AUTOMATIQUE,36063,<5000km
NISSAN,GT R,,47331,21/03/2020,ESSENCE,5000,2010,AUTOMATIQUE,4242,<50000km
NISSAN,GT R,,36445,23/03/2020,ESSENCE,110000,2009,AUTOMATIQUE,4242,<150000km
NISSAN,GT R,V6 3.8,89900,27/11/2019,ESSENCE,17891,2017,AUTOMATIQUE,81000,<50000km
PORSCHE,CARRERA GT,,804632,28/05/2019,ESSENCE,4300,2004,MANUELLE,5612,<5000km
PORSCHE,CARRERA GT,,804632,04/07/2019,ESSENCE,10,2004,MANUELLE,5612,<5000km
NISSAN,GT R,BLACK EDITION,61531,02/03/2020,ESSENCE,42500,2014,AUTOMATIQUE,2905,<50000km
LAMBORGHINI,AVENTADOR,SVV12 6.5,471420,29/12/2019,ESSENCE,14000,2016,AUTOMATIQUE,5034,<50000km
LAMBORGHINI,AVENTADOR,SVV12 6.5,376757,03/03/2020,ESSENCE,14000,2016,AUTOMATIQUE,5034,<50000km
LAMBORGHINI,AVENTADOR,SVV12 6.5,415096,05/05/2018,ESSENCE,5300,2016,AUTOMATIQUE,2900,<50000km
LAMBORGHINI,AVENTADOR,V12 6.5,225770,12/06/2018,ESSENCE,15900,2012,AUTOMATIQUE,2900,<50000km
LAMBORGHINI,DIABLO,V12 6.0,376950,10/07/2018,ESSENCE,16990,2000,MANUELLE,2900,<50000km
FERRARI,488,GTB,187905,15/09/2018,ESSENCE,15500,2016,AUTOMATIQUE,2900,<50000km
LAMBORGHINI,AVENTADOR,V12 6.5,213785,29/09/2018,ESSENCE,15900,2012,AUTOMATIQUE,2900,<50000km
LAMBORGHINI,AVENTADOR,V12 6.5,461495,12/11/2018,ESSENCE,15000,2014,AUTOMATIQUE,2900,<50000km
LAMBORGHINI,AVENTADOR,SVV12 6.5,397952,23/11/2018,ESSENCE,5300,2016,AUTOMATIQUE,2900,<50000km
ASTON MARTIN,VANQUISH,V12 5.9,106495,07/12/2018,ESSENCE,39500,2013,AUTOMATIQUE,2900,<50000km
ASTON MARTIN,VANQUISH,SV12 5.9,203051,20/02/2019,ESSENCE,10,2017,AUTOMATIQUE,2900,<5000km
LAMBORGHINI,DIABLO,V12 5.7,212518,21/02/2019,ESSENCE,25000,1995,MANUELLE,2900,<50000km
LAMBORGHINI,DIABLO,V12 5.7,187905,21/02/2019,ESSENCE,45000,1993,MANUELLE,2900,<50000km
LAMBORGHINI,AVENTADOR,SV12 6.5,373444,21/02/2019,ESSENCE,10,2018,AUTOMATIQUE,2900,<5000km
LAMBORGHINI,DIABLO,V12 5.7,206838,21/02/2019,ESSENCE,10000,1994,MANUELLE,2900,<50000km
LAMBORGHINI,DIABLO,V12 5.7,235237,04/03/2019,ESSENCE,45000,1999,MANUELLE,2900,<50000km
LAMBORGHINI,MURCIELAGO,,178439,04/03/2019,ESSENCE,25000,2004,AUTOMATIQUE,2900,<50000km
LAMBORGHINI,MURCIELAGO,,112175,04/03/2019,ESSENCE,90000,2004,MANUELLE,2900,<150000km
LAMBORGHINI,AVENTADOR,V12 6.5,263635,04/03/2019,ESSENCE,5000,2013,AUTOMATIQUE,2900,<50000km
LAMBORGHINI,DIABLO,V12 5.7,367764,04/03/2019,ESSENCE,10000,1996,MANUELLE,2900,<50000km
LAMBORGHINI,MURCIELAGO,,168973,04/03/2019,ESSENCE,55000,2003,MANUELLE,2900,<150000km
LAMBORGHINI,DIABLO,V12 5.7,168973,04/03/2019,ESSENCE,45000,1992,MANUELLE,2900,<50000km
LAMBORGHINI,MURCIELAGO,LP640 4,187905,04/03/2019,ESSENCE,30000,2007,AUTOMATIQUE,2900,<50000km
LAMBORGHINI,DIABLO,,310967,04/03/2019,ESSENCE,5000,1996,MANUELLE,2900,<50000km
LAMBORGHINI,MURCIELAGO,,159506,04/03/2019,ESSENCE,35000,2003,MANUELLE,2900,<50000km
LAMBORGHINI,DIABLO,V12 5.7,377230,04/03/2019,ESSENCE,60000,1995,MANUELLE,2900,<150000km
LAMBORGHINI,AVENTADOR,V12 6.5,236183,26/03/2019,ESSENCE,20000,2013,AUTOMATIQUE,2900,<50000km
LAMBORGHINI,AVENTADOR,SVJV12 6.5,461495,03/04/2019,ESSENCE,2400,2018,AUTOMATIQUE,2900,<5000km
MC LAREN,570S,V8 3.8,160453,14/04/2019,ESSENCE,22500,2018,AUTOMATIQUE,2900,<50000km
LAMBORGHINI,DIABLO,V12 5.7,377230,18/04/2019,ESSENCE,10000,1998,MANUELLE,2900,<50000km
LAMBORGHINI,MURCIELAGO,,140574,30/04/2019,ESSENCE,55000,2004,AUTOMATIQUE,2900,<150000km
FERRARI,488,GTB,216304,07/05/2019,ESSENCE,4990,2018,AUTOMATIQUE,2900,<5000km
LAMBORGHINI,DIABLO,V12 5.7,421249,12/05/2019,ESSENCE,15000,2000,MANUELLE,2900,<50000km
FERRARI,488,GTB,221984,16/05/2019,ESSENCE,10,2018,AUTOMATIQUE,2900,<5000km
LAMBORGHINI,AVENTADOR,SVV12 6.5,462427,11/07/2019,ESSENCE,2300,2019,AUTOMATIQUE,2900,<5000km
LAMBORGHINI,DIABLO,,299945,23/07/2019,ESSENCE,13800,1996,MANUELLE,2900,<50000km
WIESMANN,MF3,,127321,29/08/2019,ESSENCE,15000,2007,MANUELLE,2900,<50000km
ASTON MARTIN,VANQUISH,SV12 5.9,203051,11/09/2019,ESSENCE,4900,2017,AUTOMATIQUE,2900,<5000km
LAMBORGHINI,AVENTADOR,SVV12 6.5,509758,12/09/2019,ESSENCE,1200,2020,AUTOMATIQUE,2900,<5000km
LAMBORGHINI,MURCIELAGO,,168973,12/09/2019,ESSENCE,9300,2003,MANUELLE,2900,<50000km
LAMBORGHINI,DIABLO,,320433,12/09/2019,ESSENCE,13800,1996,MANUELLE,2900,<50000km
LAMBORGHINI,DIABLO,V12 5.7,263635,12/09/2019,ESSENCE,12300,1999,MANUELLE,2900,<50000km
LAMBORGHINI,DIABLO,V12 6.0,377230,12/09/2019,ESSENCE,47200,2001,MANUELLE,2900,<50000km
LAMBORGHINI,REVENTON,,1760724,05/10/2019,ESSENCE,2990,2008,AUTOMATIQUE,2900,<5000km
MC LAREN,540C,V8 3.8,131108,15/11/2019,ESSENCE,5500,2018,AUTOMATIQUE,2900,<50000km
MC LAREN,540C,V8 3.8,140574,24/11/2019,ESSENCE,5000,2018,AUTOMATIQUE,2900,<50000km
FERRARI,F12,,216304,29/11/2019,ESSENCE,14920,2015,AUTOMATIQUE,2900,<50000km
FERRARI,F12,,236183,05/12/2019,ESSENCE,10000,2015,AUTOMATIQUE,2900,<50000km
LAMBORGHINI,COUNTACH,LP400S,553776,29/12/2019,ESSENCE,45500,1983,MANUELLE,2900,<50000km
LAMBORGHINI,MURCIELAGO,LP670 4 SV,402789,05/01/2020,ESSENCE,22500,2010,AUTOMATIQUE,2900,<50000km
MC LAREN,570GT,V8 3.8,146254,01/02/2020,ESSENCE,17500,2016,AUTOMATIQUE,2900,<50000km
WIESMANN,MF3,V6 3.2,127321,18/02/2020,ESSENCE,15500,2007,MANUELLE,2900,<50000km
LAMBORGHINI,REVENTON,,1760724,02/03/2020,ESSENCE,10,2008,AUTOMATIQUE,2900,<5000km
LAMBORGHINI,AVENTADOR,SVJV12 6.5,644585,10/04/2020,ESSENCE,1900,2020,AUTOMATIQUE,2900,<5000km
LAMBORGHINI,DIABLO,V12 5.7,195000,21/11/2019,ESSENCE,69900,1998,MANUELLE,35100,<150000km
FERRARI,ENZO,,3500000,11/12/2019,ESSENCE,8000,2004,AUTOMATIQUE,47042,<50000km
NISSAN,GT R,V6 3.8PREMIUM EDITION,47322,29/08/2019,ESSENCE,35000,2010,AUTOMATIQUE,5502,<50000km
NISSAN,GT R,V6 3.8PREMIUM EDITION,45864,29/12/2019,ESSENCE,37990,2010,AUTOMATIQUE,5502,<50000km
NISSAN,GT R,V6 3.8PREMIUM EDITION,52916,02/04/2020,ESSENCE,85000,2011,AUTOMATIQUE,4446,<150000km
FERRARI,488,GTB,207311,28/02/2020,ESSENCE,6500,2019,AUTOMATIQUE,8132,<50000km
MC LAREN,720S,V8 4.0,208253,24/07/2019,ESSENCE,9856,2017,AUTOMATIQUE,4443,<50000km
LAMBORGHINI,AVENTADOR,V12 6.5,265051,20/09/2019,ESSENCE,35000,2012,AUTOMATIQUE,4443,<50000km
MERCEDES,SLR MCLAREN,,946626,01/10/2019,ESSENCE,18000,2005,AUTOMATIQUE,4443,<50000km
FERRARI,F12,,132523,02/04/2020,ESSENCE,112000,2013,AUTOMATIQUE,4443,<150000km
LAMBORGHINI,CENTENARIO,,2366565,06/04/2020,ESSENCE,10,2017,AUTOMATIQUE,8637,<5000km
NISSAN,GT R,V6 3.8PREMIUM EDITION,58501,07/04/2020,ESSENCE,34500,2011,AUTOMATIQUE,8617,<50000km
MC LAREN,720S,V8 4.0,189324,02/04/2020,ESSENCE,13000,2018,AUTOMATIQUE,8142,<50000km
NISSAN,GT R,V6 3.8NISMO,111702,14/01/2020,ESSENCE,23000,2015,AUTOMATIQUE,8055,<50000km
NISSAN,GT R,V6 3.8NISMO,132433,05/02/2020,ESSENCE,4690,2015,AUTOMATIQUE,8055,<5000km
ASTON MARTIN,VANQUISH,V12 5.9,99396,20/02/2020,ESSENCE,34250,2013,AUTOMATIQUE,8008,<50000km
FERRARI,488,GTB,175000,26/01/2020,ESSENCE,46400,2016,AUTOMATIQUE,47822,<50000km
FERRARI,F12,,179000,31/05/2019,ESSENCE,23011,2012,AUTOMATIQUE,6100,<50000km
FERRARI,488,GTB,179000,20/12/2019,ESSENCE,52540,2016,AUTOMATIQUE,6100,<150000km
DE TOMASO,PANTERA,,140000,06/02/2020,ESSENCE,46000,1973,MANUELLE,6100,<50000km
FERRARI,812 SUPERFAST,,318000,14/02/2020,ESSENCE,12500,2019,AUTOMATIQUE,6100,<50000km
DE TOMASO,PANTERA,,190000,17/02/2020,ESSENCE,2000,1972,MANUELLE,6100,<5000km
FERRARI,488,GTB,168000,21/02/2020,ESSENCE,46450,2016,AUTOMATIQUE,6100,<50000km
FERRARI,488,GTB,221972,17/11/2018,ESSENCE,1500,2016,AUTOMATIQUE,8902,<5000km
FERRARI,488,GTB,217629,29/01/2019,ESSENCE,10900,2015,AUTOMATIQUE,8902,<50000km
FERRARI,F12,,213002,08/05/2019,ESSENCE,23200,2014,AUTOMATIQUE,8902,<50000km
FERRARI,488,GTB,189231,08/11/2019,ESSENCE,29900,2016,AUTOMATIQUE,8902,<50000km
MC LAREN,MP4 12C,V8 3.8,159980,30/11/2019,ESSENCE,20000,2012,AUTOMATIQUE,8902,<50000km
FERRARI,488,GTB,273575,14/02/2020,ESSENCE,100,2019,AUTOMATIQUE,8902,<5000km
FERRARI,488,GTB,271682,14/02/2020,ESSENCE,100,2018,AUTOMATIQUE,8902,<5000km
FERRARI,488,GTB,273575,16/02/2020,ESSENCE,100,2020,AUTOMATIQUE,8902,<5000km
FERRARI,F12,,188379,03/04/2020,ESSENCE,27900,2014,AUTOMATIQUE,8902,<50000km
MERCEDES,SLR MCLAREN,,840604,08/11/2018,ESSENCE,9870,2007,-,8047,<50000km
WIESMANN,GT MF4,,151366,19/02/2020,ESSENCE,21900,2008,AUTOMATIQUE,8047,<50000km
FERRARI,488,GTB,212991,03/07/2019,ESSENCE,19000,2017,AUTOMATIQUE,8620,<50000km
DE TOMASO,PANTERA,,145000,01/04/2020,ESSENCE,37000,1982,MANUELLE,8620,<50000km
LAMBORGHINI,DIABLO,V12 5.7,155247,04/04/2020,ESSENCE,33050,1999,MANUELLE,8048,<50000km
ASTON MARTIN,VANQUISH,V12 5.9,89835,22/03/2019,ESSENCE,74000,2013,AUTOMATIQUE,8953,<150000km
NISSAN,GT R,V6 3.8PRESTIGE,84912,29/08/2019,ESSENCE,25000,2018,AUTOMATIQUE,8953,<50000km
MC LAREN,720S,V8 4.0,206364,02/04/2020,ESSENCE,8300,2018,AUTOMATIQUE,8623,<50000km
MC LAREN,570S,V8 3.8,130540,16/01/2020,ESSENCE,43000,2016,AUTOMATIQUE,5242,<50000km
MC LAREN,650S,V8 3.8,97642,11/04/2020,ESSENCE,28351,2016,AUTOMATIQUE,35028,<50000km
