marque,modele,version,prix,date,motor,kilometrage,annee,boite de vitesse,code postal,etat,percentage
Porsche,911,,38490,14/04/2020,Essence,80000,2005,Automatique,51100,<150000km,1.0383023697920182
Porsche,Panamera,,52990,10/04/2020,Essence,47000,2010,Automatique,6210,<50000km,1.1813403598102055
Porsche,911,,74500,09/11/2019,Essence,33040,2010,Manuelle,66270,<50000km,0.9849010340500327
Porsche,911,,46490,14/04/2020,Essence,104687,2005,Automatique,75015,<150000km,-1.0
Porsche,Autres,,32900,09/04/2020,Essence,136000,1968,Manuelle,57000,<150000km,1.0898358306272797
Porsche,Autres,,46000,14/04/2020,Essence,57000,1967,Manuelle,77186,<150000km,0.9849010340500327
Porsche,911,,150000,25/02/2020,Essence,1500,1990,Manuelle,6250,<5000km,1.0383023697920182
Porsche,Cayenne,,16500,14/04/2020,Essence,152000,2006,Automatique,57290,<250000km,1.0317998911657071
Porsche,911,,49000,31/03/2020,Essence,71521,2005,Manuelle,59000,<150000km,1.0317998911657071
Porsche,Boxster,,29900,07/03/2020,Essence,81000,2009,Manuelle,22300,<150000km,0.9849010340500327
Porsche,Boxster,,44987,04/02/2020,Essence,47700,2008,Manuelle,6400,<50000km,1.0027013346125184
Porsche,911,,41500,18/02/2020,Essence,125700,2007,Automatique,75017,<150000km,1.1110249148359417
Porsche,Boxster,,19900,14/04/2020,Essence,74000,2000,Manuelle,68100,<150000km,1.0027013346125184
Porsche,Cayenne,,18990,24/02/2020,Essence,114000,2010,Manuelle,38300,<150000km,0.8308812270050367
Porsche,Cayenne,,19990,07/03/2020,Diesel,133137,2009,Manuelle,6250,<150000km,0.9949307297962883
Porsche,911,,54900,13/03/2020,Essence,42000,2007,Manuelle,78200,<50000km,1.5773088026886284
Porsche,911,,27000,14/04/2020,Essence,2130,1999,Automatique,29800,<5000km,1.0027013346125184
Porsche,Boxster,,26900,25/02/2020,Essence,79900,2003,Manuelle,33138,<150000km,1.1025229345933192
Porsche,911,,77900,11/12/2019,Essence,68000,2008,Manuelle,75017,<150000km,-1.0
Porsche,911,,42900,16/04/2020,Essence,125000,2001,Automatique,53290,<150000km,0.9359892770882359
Porsche,Cayenne,,21000,16/04/2020,Essence,133600,2008,Manuelle,65000,<150000km,1.0383023697920182
Porsche,Cayenne,,15500,16/04/2020,Diesel,202000,2009,Automatique,77100,<250000km,1.2303997484833311
Porsche,911,,46900,11/03/2020,Essence,170000,1981,Manuelle,56680,<250000km,0.8914153082154809
Porsche,911,,49900,08/04/2020,Essence,82225,2006,Manuelle,51100,<150000km,1.501102391390483
Porsche,911,,41900,08/04/2020,Essence,131580,2006,Manuelle,51100,<150000km,1.0027013346125184
Porsche,Cayenne,,19500,25/03/2020,Diesel,185305,2010,Automatique,51100,<250000km,1.0027013346125184
Porsche,911,,35900,25/03/2020,Essence,69468,2004,Manuelle,51100,<150000km,1.0317998911657071
Porsche,Cayenne,,18490,16/03/2020,Essence,170065,2008,Automatique,51100,<250000km,1.0317998911657071
Porsche,911,,55900,03/02/2020,Essence,51850,2009,Automatique,51100,<150000km,1.1813403598102055
Porsche,911,,29900,03/03/2020,Essence,128000,2001,Manuelle,60260,<150000km,1.0898358306272797
Porsche,911,,56900,28/02/2020,Essence,68000,1983,Manuelle,60260,<150000km,1.0027013346125184
Porsche,911,,94900,18/02/2020,Essence,107000,1988,Manuelle,60260,<150000km,0.9359892770882359
Porsche,Boxster,,22900,22/02/2020,Essence,158500,2007,Manuelle,60260,<250000km,1.0027013346125184
Porsche,911,,74900,21/01/2020,Essence,52000,2006,Automatique,60260,<150000km,1.0027013346125184
Porsche,Cayenne,,21500,18/02/2020,Essence,112118,2009,Automatique,83160,<150000km,1.0317998911657071
Porsche,911,,59890,23/01/2020,Essence,129600,1991,Manuelle,33700,<150000km,0.8308812270050367
Porsche,911,,49890,21/11/2019,Essence,98250,2006,Manuelle,33700,<150000km,1.0317998911657071
Porsche,911,,101890,28/02/2020,Essence,43600,2010,Manuelle,33700,<50000km,1.0027013346125184
Porsche,Panamera,,33890,22/02/2020,Essence,144300,2009,Automatique,33700,<150000km,1.0317998911657071
Porsche,Boxster,,7500,16/04/2020,Essence,140000,1998,Manuelle,38490,<150000km,1.1813403598102055
Porsche,911,,28500,16/04/2020,Essence,143338,2000,Automatique,31130,<150000km,0.9849010340500327
Porsche,911,,69000,16/04/2020,Essence,88000,2009,Automatique,57500,<150000km,1.0027013346125184
Porsche,911,,82000,16/04/2020,Essence,87634,2006,Manuelle,31130,<150000km,1.0027013346125184
Porsche,Cayman,,31000,16/04/2020,Essence,39500,2009,Manuelle,62700,<50000km,1.1431181809932949
Porsche,Cayman,,25000,16/04/2020,Essence,120000,2008,Manuelle,54000,<150000km,1.1431181809932949
Porsche,Cayenne,,2500,16/04/2020,Essence,170000,2005,Automatique,2400,<250000km,0.8642904891719105
Porsche,911,,64000,12/03/2020,Essence,83000,2006,Manuelle,42000,<150000km,1.0898358306272797
Porsche,Boxster,,18900,16/04/2020,Essence,159016,2005,Manuelle,63000,<250000km,1.0027013346125184
Porsche,Cayenne,,10400,16/04/2020,Essence,180000,2008,Automatique,59000,<250000km,1.0317998911657071
Porsche,Cayenne,,18500,16/04/2020,Essence,151700,2007,Automatique,91420,<250000km,1.0317998911657071
Porsche,Boxster,,28500,16/04/2020,Essence,78750,2006,Manuelle,44300,<150000km,1.1813403598102055
Porsche,Cayenne,,29990,20/02/2020,Essence,136514,2007,Manuelle,70000,<150000km,1.0027013346125184
Porsche,911,,27500,16/04/2020,Essence,139500,2003,Automatique,33000,<150000km,1.0383023697920182
Porsche,911,,86900,26/02/2020,Essence,76000,2007,Manuelle,95450,<150000km,1.0898358306272797
Porsche,911,,36900,25/01/2020,Essence,74000,2003,Manuelle,95450,<150000km,1.0383023697920182
Porsche,911,,68000,15/04/2020,Essence,187830,1987,Manuelle,59000,<250000km,1.1110249148359417
Porsche,Cayenne,,10000,15/04/2020,Essence,230000,2005,Manuelle,85430,<250000km,1.1110249148359417
Porsche,911,,54900,13/03/2020,Essence,99999,2009,Automatique,17140,<150000km,1.044769782541518
Porsche,Boxster,,18990,21/02/2020,Essence,111890,2000,Manuelle,65380,<150000km,1.0898358306272797
Porsche,911,,39990,22/02/2020,Essence,46900,1998,Manuelle,6250,<50000km,0.8642904891719105
Porsche,Cayman,,36990,14/03/2020,Essence,67250,2010,Manuelle,21000,<150000km,0.8914153082154809
Porsche,944,,10000,14/04/2020,Essence,174000,1986,Manuelle,62950,<250000km,1.0027013346125184
Porsche,Boxster,,25900,25/02/2020,Essence,94500,2005,Manuelle,44500,<150000km,1.044769782541518
Porsche,911,,49990,02/04/2020,Essence,73000,2000,Manuelle,83120,<150000km,0.9949307297962883
Porsche,911,,50990,21/01/2020,Essence,81000,2001,Automatique,13510,<150000km,1.0898358306272797
Porsche,911,,37900,14/04/2020,Essence,103300,2006,Automatique,75017,<150000km,1.0027013346125184
Porsche,Boxster,,14500,14/04/2020,Essence,122000,1999,Manuelle,74200,<150000km,1.044769782541518
Porsche,Cayenne,,11000,14/04/2020,GPL,175000,2003,Automatique,94400,<250000km,1.1596117760332842
Porsche,Cayenne,,13000,14/04/2020,Essence,150000,2003,Manuelle,31180,<250000km,1.1596117760332842
Porsche,911,,32500,14/04/2020,Essence,180000,2002,Manuelle,59117,<250000km,1.0027013346125184
Porsche,911,,24990,14/04/2020,Essence,146570,2002,Manuelle,84400,<150000km,1.0898358306272797
Porsche,Boxster,,30987,14/04/2020,Essence,99500,2006,Manuelle,31000,<150000km,1.0027013346125184
Porsche,Cayenne,,14790,14/04/2020,Essence,124000,2004,Automatique,31400,<150000km,0.9849010340500327
Porsche,911,,66000,14/04/2020,Essence,76500,2010,Manuelle,73400,<150000km,1.0317998911657071
Porsche,Autres,,29900,14/04/2020,Essence,914914,1971,Manuelle,31000,+250000km,1.5773088026886284
Porsche,Cayman,,31400,18/02/2020,Essence,89000,2010,Automatique,70200,<150000km,0.9359892770882359
Porsche,Autres,,32914,13/02/2020,Essence,100,1974,Manuelle,13010,<5000km,1.0898358306272797
Porsche,Boxster,,39900,14/04/2020,Essence,72000,2009,Automatique,79000,<150000km,0.8642904891719105
Porsche,Cayenne,,23990,06/02/2020,Hybride,178000,2010,Manuelle,83130,<250000km,1.0898358306272797
Porsche,Boxster,,18990,14/04/2020,Essence,72018,2005,Automatique,75015,<150000km,0.9849010340500327
Porsche,911,,57490,14/04/2020,Essence,46000,2009,Automatique,87000,<50000km,0.9849010340500327
Porsche,Cayenne,,10990,14/04/2020,Essence,169000,2004,Automatique,44300,<250000km,1.0383023697920182
Porsche,Cayenne,,12990,10/01/2020,Essence,112000,2006,Automatique,17440,<150000km,0.8642904891719105
Porsche,944,,15990,18/02/2020,Essence,82000,1987,Manuelle,35510,<150000km,1.1813403598102055
Porsche,911,,52990,14/04/2020,Essence,66000,2008,Automatique,12850,<150000km,1.1813403598102055
Porsche,911,,255000,10/07/2019,Essence,116750,1996,Manuelle,75015,<150000km,1.1813403598102055
Porsche,911,,309000,10/07/2019,Essence,26700,2010,Manuelle,75015,<50000km,0.9849010340500327
Porsche,Cayenne,,13999,13/04/2020,Essence,165000,2008,Automatique,18100,<250000km,1.0383023697920182
Porsche,Cayenne,,6000,13/04/2020,Essence,255000,2005,Automatique,62220,+250000km,1.0383023697920182
Porsche,911,,49900,02/03/2020,Essence,180178,1988,Manuelle,4000,<250000km,1.0027013346125184
Porsche,911,,45000,22/02/2020,Essence,156350,2002,Automatique,55600,<250000km,1.5998598388044862
Porsche,911,,49500,13/04/2020,Essence,66500,2004,Manuelle,74460,<150000km,0.8142435603198813
Porsche,911,,69900,17/02/2020,Essence,59500,2009,Manuelle,75015,<150000km,0.9949307297962883
Porsche,Boxster,,14990,09/02/2020,Essence,130000,2000,Manuelle,94100,<150000km,1.0027013346125184
Porsche,911,,34900,13/04/2020,Essence,116500,2004,Manuelle,44690,<150000km,0.8642904891719105
Porsche,928,,19900,17/02/2020,Essence,142000,1983,Automatique,68440,<150000km,1.0898358306272797
Porsche,Boxster,,17900,19/01/2020,Essence,65000,2001,Automatique,8600,<150000km,1.0898358306272797
Porsche,911,,29000,13/04/2020,Essence,92000,1982,Manuelle,59540,<150000km,1.0383023697920182
Porsche,Boxster,,12500,21/03/2020,Essence,131000,1997,Manuelle,39100,<150000km,1.0027013346125184
Porsche,Boxster,,9900,13/04/2020,Essence,165321,2000,Manuelle,27000,<250000km,0.8642904891719105
Porsche,Boxster,,29500,13/04/2020,Essence,80000,2009,Manuelle,67205,<150000km,1.0027013346125184
Porsche,911,,67900,02/03/2020,Essence,50500,1970,Manuelle,25440,<150000km,1.0027013346125184
Porsche,911,,39990,13/04/2020,Essence,94500,2002,Manuelle,85450,<150000km,1.0383023697920182
Porsche,Autres,,29900,13/04/2020,Essence,914914,1971,Manuelle,31000,+250000km,1.0317998911657071
Porsche,Boxster,,24000,13/04/2020,Essence,31600,2003,Manuelle,68100,<50000km,1.0317998911657071
Porsche,Boxster,,10900,13/04/2020,Essence,170000,1998,Manuelle,64000,<250000km,1.0027013346125184
Porsche,Cayenne,,11000,13/04/2020,Essence,200000,2005,Automatique,20200,<250000km,1.0027013346125184
Porsche,911,,38490,13/04/2020,Essence,87000,2004,Manuelle,49100,<150000km,-1.0
Porsche,Cayman,,28990,07/03/2020,Essence,85500,2006,Manuelle,67230,<150000km,-1.0
Porsche,911,,52990,02/03/2020,Essence,81500,2009,Automatique,67310,<150000km,-1.0
Porsche,Cayenne,,22990,15/03/2020,Essence,142000,2009,Automatique,61000,<150000km,0.8914153082154809
Porsche,Boxster,,15000,13/04/2020,Essence,89000,2002,Manuelle,57800,<150000km,1.0317998911657071
Porsche,Panamera,,32990,13/04/2020,Essence,138000,2009,Automatique,50610,<150000km,1.0383023697920182
Porsche,911,,44997,13/04/2020,Essence,98000,2006,Automatique,34000,<150000km,1.0898358306272797
Porsche,911,,49911,13/04/2020,Essence,176000,1989,Manuelle,34000,<250000km,1.0617741104343115
Porsche,911,,60000,13/04/2020,Essence,35614,1992,Manuelle,6740,<50000km,1.0317998911657071
Porsche,911,,47900,27/02/2020,Essence,154000,1991,Manuelle,26000,<250000km,1.1110249148359417
Porsche,911,,54990,02/03/2020,Essence,132000,2010,Automatique,69360,<150000km,0.8642904891719105
Porsche,Cayenne,,10990,11/02/2020,Essence,163000,2004,Automatique,37540,<250000km,0.8642904891719105
Porsche,911,,118900,02/03/2020,Essence,137000,1991,Manuelle,25440,<150000km,1.1110249148359417
Porsche,Cayenne,,22000,13/04/2020,Diesel,198000,2010,Automatique,33250,<250000km,1.1813403598102055
Porsche,Cayman,,24000,13/04/2020,Essence,122000,2007,Manuelle,29170,<150000km,1.0317998911657071
Porsche,Boxster,,29900,13/04/2020,Essence,84500,2008,Manuelle,12200,<150000km,1.0317998911657071
Porsche,Boxster,,19986,13/04/2020,Essence,106800,2001,Manuelle,95300,<150000km,1.5998598388044862
Porsche,911,,30000,13/04/2020,Essence,135900,2003,Manuelle,13520,<150000km,1.0317998911657071
Porsche,Boxster,,19990,30/03/2020,Essence,199712,2005,Manuelle,39570,<250000km,1.0317998911657071
Porsche,Panamera,,35000,13/04/2020,Essence,113600,2010,Automatique,45640,<150000km,1.0317998911657071
Porsche,Cayenne,,19500,12/01/2020,Essence,167600,2007,Automatique,83170,<250000km,1.0617741104343115
Porsche,Panamera,,48400,13/04/2020,Essence,73300,2010,Automatique,67850,<150000km,1.0317998911657071
Porsche,Cayenne,,16900,13/04/2020,Essence,164000,2007,Automatique,31700,<250000km,1.5998598388044862
Porsche,911,,28000,13/04/2020,Essence,150000,2001,Manuelle,78711,<250000km,1.0027013346125184
Porsche,Cayenne,,29000,01/03/2020,Essence,131000,2008,Automatique,45000,<150000km,1.1813403598102055
Porsche,Cayman,,29900,09/04/2020,Essence,84500,2007,Manuelle,67500,<150000km,1.1431181809932949
Porsche,Boxster,,12490,07/03/2020,Essence,179900,2000,Manuelle,33320,<250000km,1.1431181809932949
Porsche,Boxster,,19900,16/02/2020,Essence,98602,2003,Automatique,92000,<150000km,1.0969424460431654
Porsche,Cayenne,,25990,17/02/2020,Essence,89434,2009,Automatique,40000,<150000km,0.8308812270050367
Porsche,911,,69999,02/03/2020,Essence,73600,2009,Automatique,92200,<150000km,1.1110249148359417
Porsche,911,,44900,13/04/2020,Essence,93000,2007,Manuelle,59230,<150000km,1.0969424460431654
Porsche,Autres,,36630,13/04/2020,Essence,37943,1969,Manuelle,31000,<50000km,0.9949307297962883
Porsche,928,,24900,13/04/2020,Essence,70500,1985,Manuelle,81600,<150000km,-1.0
Porsche,Autres,,32970,13/04/2020,Essence,32,1968,Manuelle,31000,<5000km,1.0317998911657071
Porsche,911,,23500,13/04/2020,Essence,158000,1998,Manuelle,27300,<250000km,1.5998598388044862
Porsche,911,,39890,13/04/2020,Essence,104500,2004,Automatique,47200,<150000km,1.5998598388044862
Porsche,911,,26900,17/02/2020,Essence,130000,1999,Manuelle,21800,<150000km,1.0317998911657071
Porsche,Autres,,23000,13/04/2020,Essence,99999,1960,Manuelle,31000,<150000km,1.0317998911657071
Porsche,911,,49700,13/04/2020,Essence,192389,1985,Automatique,75014,<250000km,1.0317998911657071
Porsche,911,,52200,02/04/2020,Essence,120392,1974,Manuelle,38000,<150000km,1.0317998911657071
Porsche,Boxster,,25990,17/02/2020,Essence,93684,2006,Manuelle,67240,<150000km,1.5998598388044862
Porsche,911,,57990,17/02/2020,Essence,68900,2009,Manuelle,67240,<150000km,1.5998598388044862
Porsche,Boxster,,18990,13/04/2020,Essence,101900,2001,Automatique,31240,<150000km,1.5998598388044862
Porsche,911,,34990,05/02/2019,Essence,71000,1998,Manuelle,38920,<150000km,1.5998598388044862
Porsche,911,,46500,02/04/2020,Essence,500,1975,Automatique,21000,<5000km,-1.0
Porsche,Autres,,41520,13/04/2020,Essence,20201,1962,Manuelle,31000,<50000km,1.5773088026886284
Porsche,911,,57000,16/03/2020,Essence,157000,1992,Automatique,58300,<250000km,0.9849010340500327
Porsche,911,,60150,13/04/2020,Essence,98000,1996,Automatique,41220,<150000km,1.0317998911657071
Porsche,911,,31990,17/02/2020,Essence,126800,2002,Manuelle,51420,<150000km,1.0317998911657071
Porsche,Cayenne,,21000,13/04/2020,Essence,134000,2008,Automatique,6400,<150000km,-1.0
Porsche,Cayenne,,23000,13/04/2020,Essence,127000,2008,Automatique,92130,<150000km,-1.0
Porsche,944,,9980,25/02/2020,Essence,113955,1984,Manuelle,50400,<150000km,1.5998598388044862
Porsche,911,,42990,12/04/2020,Essence,106490,2006,Manuelle,35000,<150000km,1.0898358306272797
Porsche,Cayenne,,10800,12/04/2020,Essence,220000,2004,Automatique,49400,<250000km,1.5998598388044862
Porsche,911,,54990,27/01/2020,Essence,215000,1991,Manuelle,6250,<250000km,1.5773088026886284
Porsche,911,,43900,12/04/2020,Essence,95600,2004,Manuelle,15000,<150000km,1.1813403598102055
Porsche,911,,30000,28/01/2020,Essence,110000,1998,Automatique,37500,<150000km,1.0317998911657071
Porsche,911,,97500,12/04/2020,Essence,54841,2009,Manuelle,14112,<150000km,1.0383023697920182
Porsche,944,,12000,12/04/2020,Essence,206000,1986,Manuelle,45000,<250000km,1.0317998911657071
Porsche,911,,69000,13/02/2020,Essence,92720,2008,Automatique,6320,<150000km,1.0317998911657071
Porsche,911,,42000,12/04/2020,Essence,72000,2006,Automatique,85000,<150000km,1.0317998911657071
Porsche,911,,31990,28/02/2020,Essence,138533,2002,Automatique,14500,<150000km,1.5773088026886284
Porsche,Cayenne,,15500,12/04/2020,Essence,148000,2009,Automatique,63000,<150000km,0.9949307297962883
Porsche,Cayenne,,15000,12/04/2020,Diesel,275000,2009,Automatique,22130,+250000km,1.1229124297622057
Porsche,911,,21000,12/04/2020,Essence,150000,2001,Manuelle,66130,<250000km,0.9849010340500327
Porsche,911,,46500,12/04/2020,Essence,62000,2008,Automatique,26000,<150000km,1.1229124297622057
Porsche,Panamera,,45970,16/03/2020,Essence,69520,2010,Automatique,6800,<150000km,0.9359892770882359
Porsche,911,,56990,04/11/2019,Essence,216000,1984,Manuelle,53940,<250000km,0.9348414732437988
Porsche,911,,34990,12/04/2020,Essence,110000,2002,Manuelle,30650,<150000km,0.9348414732437988
Porsche,911,,39000,12/04/2020,Essence,214500,1982,Manuelle,43330,<250000km,0.9359892770882359
Porsche,911,,57990,23/02/2020,Essence,58500,2007,Manuelle,34230,<150000km,-1.0
Porsche,Cayman,,42000,22/03/2020,Essence,89500,2008,Automatique,6200,<150000km,0.9348414732437988
Porsche,911,,33000,12/04/2020,Essence,100000,2003,Manuelle,59450,<150000km,0.9348414732437988
Porsche,Autres,,28980,31/03/2020,Essence,160000,1967,Manuelle,53940,<250000km,-1.0
Porsche,911,,49990,05/12/2019,Essence,78704,2006,Automatique,14500,<150000km,-1.0
Porsche,Boxster,,30000,12/04/2020,Essence,95300,2008,Manuelle,57000,<150000km,0.9949307297962883
Porsche,911,,79900,10/10/2019,Essence,36000,2010,Automatique,33300,<50000km,0.9849010340500327
Porsche,911,,109000,12/04/2020,Essence,51363,1991,Manuelle,6400,<150000km,1.1229124297622057
Porsche,911,,30900,12/04/2020,Essence,180000,2001,Manuelle,44000,<250000km,1.5998598388044862
Porsche,Panamera,,37480,11/02/2020,Essence,95000,2010,Manuelle,78720,<150000km,1.5998598388044862
Porsche,Autres,,59900,22/02/2020,Essence,11111,1963,Manuelle,33470,<50000km,0.9949307297962883
Porsche,944,,16900,03/01/2020,Essence,160990,1990,Manuelle,63000,<250000km,0.9359892770882359
Porsche,911,,61890,10/03/2020,Essence,63997,2010,Automatique,62100,<150000km,0.9949307297962883
Porsche,911,,30990,24/01/2020,Essence,131000,2002,Manuelle,59280,<150000km,0.9359892770882359
Porsche,944,,7700,13/03/2020,Essence,243000,1985,Manuelle,41000,<250000km,0.9849010340500327
Porsche,911,,62000,12/04/2020,Essence,85000,2009,Manuelle,71100,<150000km,1.1431181809932949
Porsche,911,,41500,01/03/2020,Essence,98000,2002,Manuelle,83310,<150000km,1.1431181809932949
Porsche,Cayenne,,10990,12/04/2020,Essence,212000,2006,Automatique,45110,<250000km,1.5773088026886284
Porsche,Boxster,,14900,06/01/2020,Essence,134660,1997,Manuelle,63000,<150000km,0.8642904891719105
Porsche,Panamera,,35250,10/03/2020,Essence,73900,2009,Automatique,78990,<150000km,1.1813403598102055
Porsche,Boxster,,26500,01/03/2020,Essence,68000,2000,Manuelle,83720,<150000km,1.1813403598102055
Porsche,911,,33900,16/02/2020,Essence,124000,2002,Manuelle,51000,<150000km,0.9849010340500327
Porsche,911,,55900,09/04/2020,Essence,86000,2006,Manuelle,17220,<150000km,1.0317998911657071
Porsche,Boxster,,18990,12/03/2020,Essence,119000,2002,Manuelle,6250,<150000km,1.1110249148359417
Porsche,911,,44000,16/02/2020,Essence,66000,2003,Manuelle,57100,<150000km,1.0898358306272797
Porsche,911,,125000,18/12/2019,Essence,2,1988,Manuelle,29200,<5000km,1.0898358306272797
Porsche,Cayenne,,12500,12/04/2020,Essence,159632,2006,Automatique,62400,<250000km,1.2303997484833311
Porsche,911,,32996,10/03/2020,Essence,117996,2001,Manuelle,62100,<150000km,-1.0
Porsche,Cayenne,,18900,03/02/2020,Essence,140000,2007,Automatique,93420,<150000km,-1.0
Porsche,Cayenne,,8500,12/04/2020,Essence,180000,2003,Automatique,95340,<250000km,1.0317998911657071
Porsche,911,,45000,12/04/2020,Essence,119000,2008,Automatique,67160,<150000km,1.2303997484833311
Porsche,911,,34990,28/01/2020,Essence,147000,2003,Manuelle,68000,<150000km,-1.0
Porsche,Cayenne,,15000,12/04/2020,Essence,185000,2008,Manuelle,83600,<250000km,1.0027013346125184
Porsche,911,,49000,05/07/2019,Essence,177000,1986,Manuelle,29200,<250000km,0.8308812270050367
Porsche,Boxster,,22900,05/02/2020,Essence,12280,2000,Manuelle,13740,<50000km,0.9849010340500327
Porsche,Cayman,,24490,31/01/2020,Essence,136000,2006,Automatique,47550,<150000km,1.0383023697920182
Porsche,911,,65000,28/02/2019,Essence,137000,1975,Manuelle,29200,<150000km,0.8109146810146042
Porsche,911,,40490,19/09/2019,Essence,128200,2004,Automatique,45750,<150000km,1.0383023697920182
