marque,modele,version,prix,date,motor,kilometrage,annee,boite de vitesse,code postal,etat,percentage
DAF,66,,2000,13/04/2020,ESSENCE,80000,1977,MANUELLE,26300,<150000km,1.0317998911657071
JAGUAR,TYPE E,,51000,07/07/2019,ESSENCE,80000,1969,AUTOMATIQUE,26200,<150000km,-1.0
JAGUAR,MARK X,,18000,03/03/2020,ESSENCE,108000,1967,-,27100,<150000km,0.8109146810146042
ABARTH,AUTOBIANCHI A112,,10000,05/03/2020,-,46000,1980,-,27100,<50000km,0.9348414732437988
FIAT,850,SPORT,4850,17/03/2020,DIESEL,110000,2007,MANUELLE,27100,<150000km,-1.0
ABARTH,FIAT 124 SPIDER,1.4,22950,23/12/2019,ESSENCE,12800,2017,AUTOMATIQUE,11020,<50000km,1.0383023697920182
FORD,TAUNUS,,3400,03/02/2020,ESSENCE,88000,1981,MANUELLE,38500,<150000km,0.9949307297962883
ALPINE,A310,,33000,26/04/2019,ESSENCE,5000,1982,MANUELLE,7700,<50000km,0.8639547610361182
PEUGEOT,204,,6500,15/12/2019,ESSENCE,103000,1971,MANUELLE,7700,<150000km,-1.0
RENAULT,R8,,17500,18/02/2020,-,84000,1974,-,7700,<150000km,1.0383023697920182
RENAULT,R8,,17500,04/03/2020,ESSENCE,85000,1970,MANUELLE,7700,<150000km,0.9348414732437988
FIAT,600,0.6,8000,31/03/2020,ESSENCE,60,1968,-,28068,<5000km,1.1596117760332842
FIAT,600,0.6,8900,27/04/2018,ESSENCE,3700,1967,MANUELLE,11100,<5000km,-1.0
INNOCENTI,MINI,,22000,27/04/2018,ESSENCE,1000,1973,MANUELLE,11100,<5000km,1.5773088026886284
FIAT,1100,1.1,28000,04/11/2018,ESSENCE,43317,1955,MANUELLE,11100,<50000km,1.0027013346125184
FIAT,TOPOLINO,0.6,19000,05/11/2018,ESSENCE,75000,1950,MANUELLE,11100,<150000km,0.9849010340500327
CORVETTE,C3,,59000,19/03/2019,ESSENCE,69000,1969,AUTOMATIQUE,11100,<150000km,1.0027013346125184
RENAULT,4CV,,8100,15/03/2020,ESSENCE,7183,1960,MANUELLE,73360,<50000km,1.1813403598102055
VOLKSWAGEN,ILTIS,,8000,12/02/2020,ESSENCE,38000,1980,MANUELLE,30128,<50000km,1.0317998911657071
RENAULT,R5 ALPINE,,30000,07/03/2020,ESSENCE,100,1978,MANUELLE,73490,<5000km,1.0317998911657071
FIAT,850,0.85,5000,27/01/2020,ESSENCE,76256,1969,-,28062,<150000km,1.0317998911657071
INNOCENTI,MINI,,11000,31/10/2019,ESSENCE,54000,1972,-,11027,<150000km,0.9849010340500327
FIAT,131,1.6,7900,08/02/2019,ESSENCE,27000,1983,MANUELLE,20081,<50000km,1.0317998911657071
FIAT,850,0.85,7900,10/04/2019,ESSENCE,60000,1966,MANUELLE,20081,<150000km,1.0317998911657071
FIAT,124,,5500,29/04/2019,ESSENCE,127500,1973,MANUELLE,20081,<150000km,1.0383023697920182
FIAT,127,0.9,3900,03/10/2019,ESSENCE,19000,1979,MANUELLE,20081,<50000km,0.9849010340500327
FIAT,128,,5900,18/10/2019,ESSENCE,26000,1973,MANUELLE,20081,<50000km,1.0898358306272797
FORD,TAUNUS,1.6COLLECTION,5000,12/02/2020,ESSENCE,59000,1977,MANUELLE,26100,<150000km,1.0317998911657071
PEUGEOT,404 PICK UP,,3000,14/02/2020,ESSENCE,23801,1971,MANUELLE,26100,<50000km,1.0383023697920182
PEUGEOT,304,,4200,27/02/2020,-,78000,1977,-,26100,<150000km,1.0898358306272797
FIAT,600,0.6,9600,07/03/2020,ESSENCE,66000,1966,MANUELLE,26100,<150000km,1.0383023697920182
MASERATI,MERAK,2000 GT,59000,25/10/2019,ESSENCE,84500,1977,MANUELLE,54033,<150000km,1.0317998911657071
CORVETTE,C3,,35000,12/12/2019,ESSENCE,50000,1976,-,54033,<150000km,1.0317998911657071
BUICK,SPECIAL,,25500,12/04/2020,ESSENCE,77000,1958,-,54033,<150000km,1.0317998911657071
PANHARD,PL 17,,12000,08/04/2020,ESSENCE,60000,1964,MANUELLE,30700,<150000km,1.0317998911657071
PEUGEOT,136,SPORT PACK,1100,03/04/2020,DIESEL,290000,2005,MANUELLE,26320,+250000km,1.0027013346125184
RENAULT,4CV,,4500,12/03/2020,ESSENCE,96247,1960,MANUELLE,30132,<150000km,0.9849010340500327
MERCEDES,SL,300 SL,19900,04/10/2019,ESSENCE,55000,1992,MANUELLE,28078,<150000km,1.1025229345933192
PLYMOUTH,BARRACUDA,,46000,27/11/2019,ESSENCE,25000,1972,-,28078,<50000km,0.8639547610361182
MG,MGA,,32000,11/04/2020,ESSENCE,4000,1960,MANUELLE,20000,<5000km,1.0383023697920182
ALFA ROMEO,GIULIA GT,1.6,60000,04/01/2020,ESSENCE,111111,1967,-,29029,<150000km,1.1025229345933192
FIAT,CAMPAGNOLA,,9000,11/10/2019,ESSENCE,50000,1972,MANUELLE,27010,<150000km,-1.0
FIAT,CAMPAGNOLA,,9000,19/10/2019,ESSENCE,75000,1972,-,27010,<150000km,1.0317998911657071
CITROEN,HY,,35000,06/09/2018,-,80000,1959,-,26000,<150000km,1.0317998911657071
FORD,GALAXIE,GT PREMIUM,24400,07/02/2020,ESSENCE,142458,1963,AUTOMATIQUE,26000,<150000km,1.0317998911657071
PORSCHE,911 CLASSIC,,139000,22/02/2020,ESSENCE,10000,1971,MANUELLE,26000,<50000km,1.0317998911657071
PORSCHE,911 CLASSIC,,149000,25/02/2020,ESSENCE,10000,1971,MANUELLE,26000,<50000km,1.0317998911657071
CORVETTE,C3,,22500,25/02/2020,ESSENCE,-,1977,-,26000,NC,1.0317998911657071
MORGAN,4/4,,35000,25/02/2020,-,-,2004,-,26000,NC,1.0317998911657071
Nissan,Qashqai,,8490,15/04/2020,Diesel,153000,2012,Manuelle,88500,<250000km,1.0317998911657071
Nissan,Juke,,14900,15/04/2020,Diesel,850,2019,Manuelle,31000,<5000km,1.0969424460431654
Opel,Meriva,,1900,15/04/2020,Diesel,167000,2005,Manuelle,9100,<250000km,0.9849010340500327
Porsche,911,,64990,15/04/2020,Essence,61640,1999,Manuelle,60740,<150000km,0.9949307297962883
Mitsubishi,Outlander,,16990,15/04/2020,Diesel,105285,2016,Automatique,60740,<150000km,1.5998598388044862
Audi,Q5,,51990,15/04/2020,Diesel,40955,2017,Automatique,60740,<50000km,1.5998598388044862
Porsche,Boxster,,56990,15/04/2020,Essence,8949,2017,Automatique,60740,<50000km,1.1813403598102055
Audi,Rs3,,43990,15/04/2020,Essence,43182,2015,Automatique,60740,<50000km,1.1110249148359417
Bmw,X1,,36990,15/04/2020,Diesel,23691,2018,Automatique,60740,<50000km,0.9849010340500327
Audi,A3,,17790,15/04/2020,Diesel,92826,2013,Automatique,60740,<150000km,0.9949307297962883
Bmw,X5,,45950,27/03/2020,Diesel,40000,2016,Automatique,57100,<50000km,0.9849010340500327
Renault,Clio,,5900,12/03/2020,Diesel,111218,2008,Manuelle,38320,<150000km,0.9949307297962883
Seat,Ibiza,,700,16/04/2020,Diesel,290000,2000,Manuelle,95380,+250000km,0.9949307297962883
Renault,Laguna,,6000,16/04/2020,Diesel,153000,2009,Manuelle,33380,<250000km,1.1431181809932949
Peugeot,208,,3000,16/04/2020,Diesel,105000,2015,Manuelle,2000,<150000km,1.0383023697920182
Kia,Sportage,,9500,05/02/2020,Diesel,152000,2011,Manuelle,13570,<250000km,1.0898358306272797
Peugeot,508,,5500,16/04/2020,Diesel,192000,2012,Manuelle,52290,<250000km,1.1813403598102055
Chevrolet,Captiva,,9990,16/04/2020,Diesel,116000,2013,Automatique,45200,<150000km,1.1596117760332842
Lotus,Exige,,124500,09/03/2020,Essence,3200,2019,Manuelle,6240,<5000km,1.0027013346125184
Renault,Clio,,2500,16/04/2020,Diesel,244000,2007,Manuelle,68100,<250000km,1.0383023697920182
Volkswagen,Polo,,2990,07/04/2020,Diesel,175000,2007,Manuelle,93190,<250000km,0.9359892770882359
Renault,R4,,850,16/04/2020,Essence,135680,1985,Manuelle,83460,<150000km,1.1110249148359417
Peugeot,307,,600,16/04/2020,Essence,260000,2003,Manuelle,57100,+250000km,1.5998598388044862
Peugeot,309,,13500,16/04/2020,Essence,157000,1990,Manuelle,68700,<250000km,1.0317998911657071
Renault,Clio,,3000,16/04/2020,Diesel,110000,2014,Manuelle,95110,<150000km,1.1110249148359417
Renault,Megane,,8900,12/03/2020,Essence,45000,2018,Manuelle,59000,<50000km,1.1229124297622057
Ferrari,F360,,179000,16/03/2020,Essence,24456,2004,Automatique,6240,<50000km,1.0898358306272797
Audi,A3,,6000,16/04/2020,Diesel,180000,2009,Manuelle,57450,<250000km,1.0898358306272797
Lotus,Exige,,106000,14/02/2020,Essence,50,2019,Manuelle,6240,<5000km,0.9359892770882359
Volkswagen,Golf,,800,16/04/2020,Essence,243236,1990,Manuelle,68740,<250000km,-1.0
Renault,Kadjar,,3000,16/04/2020,Diesel,118000,2016,Manuelle,97290,<150000km,1.0383023697920182
Nissan,Navara,,2700,16/04/2020,Diesel,118000,2003,Manuelle,97222,<150000km,-1.0
Porsche,911,,109911,18/02/2020,Essence,17060,1970,Manuelle,6800,<50000km,-1.0
Porsche,911,,25900,07/02/2020,Essence,133400,1998,Manuelle,33700,<150000km,1.5998598388044862
Porsche,911,,95000,04/04/2020,Essence,54000,1971,Manuelle,31000,<150000km,-1.0
Porsche,911,,59911,15/03/2020,Essence,52400,1971,Manuelle,6800,<150000km,-1.0
Porsche,Cayenne,,16500,15/04/2020,Diesel,200000,2009,Automatique,33000,<250000km,1.0383023697920182
Porsche,Cayenne,,17000,15/04/2020,Diesel,142800,2009,Automatique,76790,<150000km,1.0383023697920182
Porsche,911,,59964,30/03/2020,Essence,130290,1990,Manuelle,6800,<150000km,1.0027013346125184
Porsche,911,,49997,25/03/2020,Essence,90150,2008,Manuelle,6800,<150000km,0.9359892770882359
Porsche,911,,49993,15/03/2020,Essence,179850,1994,Manuelle,6800,<250000km,1.0898358306272797
Porsche,Cayenne,,19900,15/04/2020,Essence,113000,2007,Automatique,57330,<150000km,1.0898358306272797
Porsche,911,,51996,09/03/2020,Essence,73310,2005,Automatique,6800,<150000km,0.9949307297962883
Porsche,911,,25900,15/04/2020,Essence,196000,2002,Manuelle,70000,<250000km,0.9849010340500327
Porsche,911,,51990,13/03/2020,Essence,127700,2009,Automatique,35000,<150000km,1.0317998911657071
Porsche,Cayenne,,10000,15/04/2020,Essence,160000,2005,Automatique,83480,<250000km,1.0898358306272797
Porsche,911,,38000,25/02/2020,Essence,98000,2004,Automatique,20200,<150000km,0.9949307297962883
Porsche,Cayenne,,22490,01/02/2020,Essence,132100,2009,Automatique,94100,<150000km,1.0027013346125184
Porsche,911,,49990,15/04/2020,Essence,57000,2005,Manuelle,14000,<150000km,1.0027013346125184
Porsche,Boxster,,29990,15/04/2020,Essence,65000,2005,Manuelle,95590,<150000km,1.0027013346125184
Porsche,Cayenne,,8500,15/04/2020,Autre,256000,2004,Automatique,69140,+250000km,1.044769782541518
Porsche,911,,59000,15/03/2020,Essence,87000,2009,Manuelle,10000,<150000km,0.9849010340500327
Porsche,911,,49500,15/04/2020,Essence,109000,1999,Manuelle,91400,<150000km,0.9849010340500327
Porsche,930,,85000,26/02/2020,Essence,146348,1981,Manuelle,21800,<150000km,1.0383023697920182
Porsche,928,,39900,26/02/2020,Essence,151000,1991,Manuelle,33260,<250000km,0.9949307297962883
Porsche,911,,35000,15/04/2020,Essence,157196,1999,Manuelle,31130,<250000km,0.9359892770882359
Porsche,Cayenne,,19990,15/04/2020,Essence,79000,2007,Automatique,6250,<150000km,0.9949307297962883
Porsche,Cayenne,,8500,15/04/2020,Essence,189000,2007,Automatique,94190,<250000km,0.9849010340500327
Porsche,Cayenne,,8000,15/04/2020,Essence,230000,2004,Automatique,87000,<250000km,1.1229124297622057
Porsche,944,,22900,19/02/2020,Essence,127600,1984,Manuelle,25440,<150000km,1.0317998911657071
Porsche,Cayenne,,19990,20/01/2020,Essence,127500,2009,Automatique,78240,<150000km,1.0317998911657071
Porsche,944,,12890,09/03/2020,Essence,31000,1983,Manuelle,71100,<50000km,1.0317998911657071
Porsche,911,,36996,01/04/2020,Essence,99996,2003,Automatique,54136,<150000km,1.0317998911657071
Porsche,Boxster,,29987,27/03/2020,Essence,76152,2005,Manuelle,54136,<150000km,1.0317998911657071
Porsche,Cayenne,,13490,28/01/2020,Essence,103800,2005,Automatique,71100,<150000km,1.0317998911657071
Porsche,Cayenne,,11990,12/03/2020,Essence,120000,2004,Automatique,83130,<150000km,1.5998598388044862
Porsche,911,,69900,15/02/2020,Essence,38000,2010,Automatique,67460,<50000km,1.0027013346125184
Porsche,911,,79000,16/03/2020,Essence,76300,1995,Manuelle,67460,<150000km,0.8642904891719105
Porsche,911,,69000,15/04/2020,Essence,74600,2006,Manuelle,6400,<150000km,0.8109146810146042
Porsche,Boxster,,24900,23/03/2020,Essence,114500,2005,Manuelle,67460,<150000km,0.8109146810146042
Porsche,911,,109000,23/03/2020,Essence,182000,1993,Manuelle,67460,<250000km,1.0898358306272797
Porsche,Panamera,,45000,10/04/2020,Essence,92200,2010,Automatique,34300,<150000km,-1.0
Porsche,Cayman,,33990,08/04/2020,Essence,49500,2006,Automatique,76000,<50000km,0.8109146810146042
Porsche,Boxster,,38800,15/04/2020,Essence,63000,2010,Automatique,31000,<150000km,1.0898358306272797
Porsche,Cayenne,,9999,15/02/2020,Essence,200000,2004,Automatique,57970,<250000km,0.9849010340500327
Porsche,911,,64990,09/04/2020,Essence,61640,1999,Manuelle,60740,<150000km,1.1110249148359417
Porsche,Boxster,,13990,21/02/2020,Essence,131607,1999,Manuelle,60740,<150000km,1.1110249148359417
Porsche,911,,27990,19/02/2020,Essence,120389,2001,Manuelle,60740,<150000km,1.0898358306272797
Porsche,Cayenne,,17990,29/01/2020,Essence,196682,2007,Automatique,60740,<250000km,1.044769782541518
Porsche,911,,54990,03/04/2019,Essence,95040,2009,Automatique,60740,<150000km,1.5998598388044862
Porsche,911,,154999,25/02/2020,Essence,36000,2007,Manuelle,57970,<50000km,1.501102391390483
Porsche,911,,99999,24/01/2020,Essence,79298,2010,Automatique,57970,<150000km,1.0317998911657071
Porsche,Cayenne,,11290,02/03/2020,Diesel,309000,2009,Automatique,30650,+250000km,1.0317998911657071
Porsche,Boxster,,12900,15/04/2020,Essence,155000,1999,Manuelle,73100,<250000km,1.1431181809932949
Porsche,911,,61900,15/04/2020,Essence,79500,2009,Manuelle,1290,<150000km,1.5998598388044862
Porsche,Cayenne,,16990,22/02/2020,Essence,106500,2007,Automatique,42100,<150000km,1.5998598388044862
Porsche,Cayenne,,9900,19/02/2020,Essence,254000,2004,Automatique,70190,+250000km,1.0317998911657071
Porsche,924,,3000,15/04/2020,Essence,1,1983,Manuelle,32700,<5000km,1.0317998911657071
Porsche,911,,35900,10/02/2020,Essence,145000,2005,Manuelle,83490,<150000km,0.9849010340500327
Porsche,Cayman,,25000,15/04/2020,Essence,73000,2007,Manuelle,83000,<150000km,-1.0
Porsche,Cayenne,,11000,15/04/2020,Essence,160000,2004,Manuelle,78700,<250000km,1.0027013346125184
Porsche,911,,44990,20/02/2020,Essence,112000,2009,Automatique,35000,<150000km,-1.0
Porsche,Panamera,,42900,26/01/2020,Essence,96000,2010,Automatique,82200,<150000km,1.2303997484833311
Porsche,911,,57100,15/04/2020,Essence,52709,1984,Manuelle,59170,<150000km,0.9359892770882359
Porsche,911,,73900,15/04/2020,Essence,52500,2010,Automatique,78800,<150000km,1.0027013346125184
Porsche,Cayenne,,20000,15/04/2020,Diesel,223000,2010,Automatique,76590,<250000km,0.8308812270050367
Porsche,911,,52000,15/04/2020,Essence,101348,1985,Manuelle,13002,<150000km,1.0317998911657071
Porsche,Cayenne,,5000,15/04/2020,Essence,215000,2004,Automatique,35000,<250000km,1.1813403598102055
Porsche,911,,67911,15/04/2020,Essence,79400,2006,Manuelle,36000,<150000km,-1.0
Porsche,Cayman,,24000,13/04/2020,Essence,127000,2008,Manuelle,91650,<150000km,1.0317998911657071
Porsche,Panamera,,42990,15/04/2020,Essence,89391,2009,Automatique,75015,<150000km,1.1813403598102055
Porsche,911,,51900,15/04/2020,Essence,149500,1994,Manuelle,92100,<150000km,0.9359892770882359
Porsche,Boxster,,19400,02/03/2020,Essence,99500,2004,Manuelle,26000,<150000km,0.9849010340500327
Porsche,Cayenne,,16890,15/02/2020,Essence,145900,2007,Automatique,69680,<150000km,1.1431181809932949
Porsche,911,,42500,02/03/2020,Essence,142000,2006,Manuelle,13510,<150000km,1.0317998911657071
Porsche,911,,36990,20/01/2020,Essence,125000,2002,Automatique,13510,<150000km,1.0898358306272797
Porsche,Cayenne,,7000,15/04/2020,Essence,243000,2005,Automatique,59330,<250000km,1.1813403598102055
Porsche,911,,53990,15/04/2020,Essence,68729,2007,Manuelle,75015,<150000km,1.0027013346125184
Porsche,944,,19900,10/03/2020,Essence,174000,1991,Manuelle,45360,<250000km,1.0027013346125184
Porsche,Cayenne,,9990,15/04/2020,Essence,175000,2006,Manuelle,34000,<250000km,1.0027013346125184
Porsche,911,,53990,06/03/2019,Essence,49855,2009,Manuelle,60740,<50000km,1.0898358306272797
Porsche,911,,49999,15/04/2020,Essence,128000,1987,Manuelle,69440,<150000km,1.0898358306272797
Porsche,944,,9500,15/04/2020,Essence,250,1984,Manuelle,69430,<5000km,1.0027013346125184
Porsche,Cayenne,,6590,15/04/2020,Essence,250000,2004,Manuelle,95480,+250000km,1.0027013346125184
Porsche,911,,46000,18/03/2020,Essence,108000,2005,Manuelle,56250,<150000km,1.0027013346125184
Porsche,911,,52900,26/02/2020,Essence,160100,1987,Manuelle,64200,<250000km,-1.0
Porsche,911,,49900,26/02/2020,Essence,242500,1991,Manuelle,64200,<250000km,1.0317998911657071
Porsche,Cayman,,29990,01/12/2019,Essence,106000,2007,Manuelle,97122,<150000km,1.0383023697920182
Porsche,911,,46990,29/02/2020,Essence,73900,2002,Manuelle,59113,<150000km,0.8914153082154809
Porsche,911,,49990,12/12/2019,Essence,98500,2006,Manuelle,59113,<150000km,1.0317998911657071
Porsche,911,,116997,06/03/2020,Essence,47050,2008,Manuelle,6800,<50000km,1.0317998911657071
Porsche,Cayenne,,26958,09/02/2020,Diesel,126000,2010,Automatique,6800,<150000km,0.9348414732437988
Porsche,911,,49700,13/10/2019,Essence,127300,2007,Automatique,6250,<150000km,1.0027013346125184
Porsche,911,,34790,22/06/2019,Essence,42000,1999,Manuelle,6250,<50000km,1.5998598388044862
Porsche,911,,155000,15/04/2020,Essence,145863,1984,Manuelle,75016,<150000km,1.5773088026886284
Porsche,911,,24990,15/04/2020,Essence,171000,1997,Manuelle,26600,<250000km,0.8642904891719105
Porsche,911,,33990,08/04/2020,Essence,115000,2003,Manuelle,59164,<150000km,1.0898358306272797
Porsche,911,,44900,05/03/2020,Essence,135000,1976,Manuelle,45000,<150000km,1.0317998911657071
Porsche,911,,44700,15/04/2020,Essence,242322,1979,Manuelle,63000,<250000km,0.8642904891719105
Porsche,911,,42000,01/02/2020,Essence,184646,1973,Automatique,62100,<250000km,1.0317998911657071
Porsche,Boxster,,20990,29/01/2020,Essence,99900,2005,Manuelle,91280,<150000km,0.8642904891719105
Porsche,Panamera,,34990,11/04/2020,Essence,110900,2009,Automatique,91830,<150000km,-1.0
Porsche,911,,34990,11/04/2020,Essence,163100,2005,Automatique,91830,<250000km,1.1229124297622057
Porsche,Boxster,,24990,11/04/2020,Essence,81400,2006,Manuelle,91830,<150000km,1.0317998911657071
Porsche,911,,26900,12/03/2020,Essence,146300,2003,Automatique,91830,<150000km,1.0027013346125184
Porsche,Cayenne,,23990,20/02/2020,Essence,90000,2007,Manuelle,42110,<150000km,0.8642904891719105
Porsche,911,,48400,15/04/2020,Essence,78381,1970,Manuelle,87000,<150000km,1.0317998911657071
Porsche,Boxster,,15490,15/04/2020,Essence,121000,2005,Manuelle,6500,<150000km,1.0317998911657071
Porsche,911,,69890,13/03/2020,Essence,74500,2009,Automatique,69970,<150000km,1.0317998911657071
Porsche,911,,51490,13/03/2020,Essence,95000,2007,Manuelle,69970,<150000km,-1.0
Porsche,911,,46900,07/02/2020,Essence,85000,2008,Automatique,69970,<150000km,1.0027013346125184
Porsche,911,,53900,14/11/2019,Essence,112423,2009,Automatique,69970,<150000km,1.0383023697920182
Porsche,911,,70500,14/11/2019,Essence,94317,2007,Manuelle,69970,<150000km,0.9849010340500327
Porsche,911,,108000,04/03/2020,Essence,84950,1991,Manuelle,57155,<150000km,0.9849010340500327
Porsche,Cayenne,,9500,28/01/2020,Essence,240000,2005,Manuelle,3130,<250000km,-1.0
Porsche,Boxster,,26990,19/02/2020,Essence,83000,2006,Manuelle,9190,<150000km,1.5998598388044862
Porsche,911,,69700,13/04/2020,Essence,48845,2010,Automatique,75014,<50000km,0.9949307297962883
Porsche,911,,54700,28/02/2020,Essence,75872,2010,Automatique,75014,<150000km,-1.0
Porsche,911,,46700,21/01/2020,Essence,69971,2008,Manuelle,75014,<150000km,1.0898358306272797
Porsche,Cayman,,25500,15/04/2020,Essence,100000,2006,Manuelle,45450,<150000km,0.9849010340500327
Porsche,Cayenne,,14000,15/04/2020,Essence,180000,2004,Manuelle,62500,<250000km,1.1431181809932949
Porsche,911,,36500,08/04/2020,Essence,64500,2003,Automatique,6270,<150000km,1.1596117760332842
Porsche,911,,59990,02/04/2020,Essence,87150,2009,Automatique,12000,<150000km,0.9849010340500327
Porsche,Boxster,,10990,09/04/2020,Essence,164995,1998,Manuelle,12000,<250000km,0.9849010340500327
Porsche,944,,7600,01/04/2020,Essence,106272,1982,Manuelle,41360,<150000km,0.9348414732437988
Porsche,911,,48890,16/03/2020,Essence,55900,2005,Manuelle,63130,<150000km,1.0027013346125184
Porsche,911,,45000,22/03/2020,Essence,191000,1977,Manuelle,21200,<250000km,1.0383023697920182
Porsche,911,,45900,12/03/2020,Essence,158000,2006,Manuelle,56000,<250000km,1.0898358306272797
Porsche,Boxster,,36900,19/02/2020,Essence,99900,2009,Automatique,6110,<150000km,1.0317998911657071
Porsche,Cayenne,,8500,15/04/2020,Essence,196000,2004,Automatique,59500,<250000km,0.9849010340500327
Porsche,911,,128000,04/02/2020,Essence,100000,1982,Manuelle,35000,<150000km,1.0027013346125184
Porsche,Boxster,,22990,10/03/2020,Essence,131329,2005,Manuelle,94380,<150000km,0.8642904891719105
Porsche,911,,39990,06/03/2020,Essence,37746,2004,Manuelle,94380,<50000km,0.9849010340500327
Porsche,Cayenne,,35900,23/01/2020,Essence,93000,2010,Automatique,24100,<150000km,1.0383023697920182
Porsche,911,,25500,14/04/2020,Essence,158000,2000,Manuelle,68460,<250000km,1.0027013346125184
Porsche,Cayman,,34990,14/04/2020,Essence,46832,2006,Manuelle,63320,<50000km,1.1229124297622057
Porsche,911,,46700,14/04/2020,Essence,95935,2005,Manuelle,75014,<150000km,0.9849010340500327
Porsche,944,,19000,14/04/2020,Essence,173600,1990,Manuelle,47000,<250000km,1.0898358306272797
Porsche,911,,85000,23/01/2020,Essence,68000,2005,Manuelle,33000,<150000km,1.0682492581602374
Porsche,911,,56900,07/02/2020,Essence,99800,2009,Automatique,33000,<150000km,1.5773088026886284
Porsche,911,,51000,14/04/2020,Essence,175000,1987,Manuelle,44000,<250000km,1.0027013346125184
Porsche,911,,45990,20/01/2020,Essence,177000,2008,Manuelle,13510,<250000km,1.0027013346125184
Porsche,Cayenne,,8400,14/04/2020,Essence,245000,2004,Manuelle,10210,<250000km,1.5998598388044862
Porsche,911,,44500,10/03/2020,Essence,160000,1990,Automatique,56250,<250000km,1.0317998911657071
Porsche,Cayman,,41000,22/02/2020,Essence,51000,2009,Automatique,20600,<150000km,0.8642904891719105
Porsche,911,,95000,14/04/2020,Essence,72000,2010,Automatique,57000,<150000km,1.0027013346125184
Porsche,911,,49990,10/02/2020,Essence,83592,2006,Manuelle,35760,<150000km,1.0027013346125184
Porsche,911,,52900,16/03/2020,Essence,82122,2006,Manuelle,6270,<150000km,1.5998598388044862
Porsche,Panamera,,39990,14/04/2020,Essence,89000,2010,Automatique,40130,<150000km,1.5998598388044862
Porsche,Boxster,,31500,14/04/2020,Essence,90000,2007,Manuelle,89400,<150000km,1.0027013346125184
Porsche,911,,42990,14/04/2020,Essence,109020,2005,Automatique,75015,<150000km,1.0383023697920182
Porsche,911,,51900,03/02/2020,Essence,72000,2007,Manuelle,13360,<150000km,1.0027013346125184
Porsche,Boxster,,23990,11/03/2020,Essence,88100,2006,Manuelle,94100,<150000km,-1.0
Porsche,Cayenne,,15990,21/02/2020,Essence,139667,2007,Manuelle,94100,<150000km,1.0317998911657071
Porsche,911,,56990,08/02/2020,Essence,78018,2009,Automatique,94100,<150000km,1.0027013346125184
Porsche,Cayenne,,29990,08/02/2020,Essence,145652,2010,Automatique,94100,<150000km,1.0383023697920182
Porsche,911,,54990,05/03/2020,Essence,69000,2006,Automatique,95150,<150000km,1.0027013346125184
Porsche,911,,29990,05/03/2020,Essence,149000,2004,Manuelle,95150,<150000km,1.0027013346125184
Porsche,Cayenne,,20500,14/04/2020,Essence,155000,2008,Automatique,93270,<250000km,1.0027013346125184
Porsche,Panamera,,42990,29/02/2020,Essence,157937,2010,Automatique,50380,<250000km,1.1229124297622057
Porsche,Cayenne,,16500,31/03/2020,Essence,83898,2005,Automatique,97440,<150000km,0.9949307297962883
Porsche,Boxster,,19990,18/02/2020,Essence,121000,2004,Automatique,34770,<150000km,0.9949307297962883
Porsche,Cayenne,,23990,16/03/2020,Essence,98650,2007,Automatique,86580,<150000km,0.9949307297962883
Porsche,911,,58000,14/04/2020,Essence,59600,2001,Automatique,68500,<150000km,0.9949307297962883
Porsche,Panamera,,49990,07/02/2020,Essence,81000,2010,Automatique,65380,<150000km,0.9949307297962883
Porsche,Boxster,,100,14/04/2020,Essence,144000,2002,Manuelle,66750,<150000km,1.0383023697920182
Porsche,Boxster,,22990,20/02/2020,Essence,99890,2003,Manuelle,6250,<150000km,1.0027013346125184
Porsche,911,,42000,14/02/2020,Essence,86477,2004,Automatique,75015,<150000km,1.0317998911657071
Porsche,Cayenne,,17500,09/03/2020,Diesel,170000,2009,Manuelle,57500,<250000km,1.0898358306272797
Porsche,911,,72000,14/04/2020,Essence,71400,1986,Manuelle,78160,<150000km,1.0027013346125184
Porsche,Cayenne,,39980,25/01/2020,Essence,65000,2010,Automatique,38170,<150000km,1.1813403598102055
Porsche,911,,62980,14/04/2020,Essence,69300,2007,Manuelle,38170,<150000km,1.5773088026886284
Porsche,911,,24900,08/02/2020,Essence,127800,1999,Manuelle,63100,<150000km,1.0898358306272797
Porsche,Cayenne,,12000,14/04/2020,Essence,210000,2004,Automatique,83000,<250000km,0.9244253322908522
Porsche,911,,49900,14/04/2020,Essence,51585,2006,Manuelle,51100,<150000km,0.9949307297962883
Porsche,968,,26500,14/04/2020,Essence,81000,1992,Manuelle,9100,<150000km,0.9359892770882359
Porsche,Boxster,,21800,03/03/2020,Essence,116600,2010,Manuelle,21800,<150000km,0.9348414732437988
Porsche,911,,46997,14/04/2020,Essence,95000,2006,Manuelle,71160,<150000km,0.9359892770882359
Porsche,Carrera,,36980,25/02/2020,Essence,153436,2004,Automatique,25130,<250000km,0.9348414732437988
Porsche,Cayenne,,9600,14/04/2020,Essence,168400,2005,Manuelle,83300,<250000km,1.5998598388044862
Porsche,911,,45000,14/04/2020,Essence,159000,1986,Manuelle,13821,<250000km,0.8642904891719105
Porsche,Cayman,,24990,06/03/2020,Essence,104000,2007,Manuelle,12450,<150000km,1.1813403598102055
Porsche,911,,59990,18/09/2019,Essence,42000,2008,Automatique,6250,<50000km,0.8642904891719105
